"","time","month_factor","month_and_year_factor","latitude","longitude","county","county_factor","year","count","X2m_temperature","total_precipitation","low_vegetation_cover","high_vegetation_cover","X10m_wind_speed","volumetric_soil_water_layer_1","total_cloud_cover","housingdensity","population","populationdensity","predicted_count"
"4399","7/1/2019",6,78,40.5,-121.5,"Plumas",31,2019,0,0.78351621586531,-0.56148009167615,-0.758365918546202,1.15167476740206,-0.538407114879576,0.441335987670286,-1.15917772106707,-0.442479471164105,-0.449388294219425,-0.0529863067778528,0.878934441763215
"4400","7/1/2019",6,78,34,-117.5,"Riverside",32,2019,4,1.68257392998912,-0.56148009167615,1.58233355130184,-0.914192282832663,-0.531244412581176,-1.0240345909024,-0.997768740044457,1.18604730304312,1.21284740782981,-0.00775533005809021,8.24451234832971
"4401","7/1/2019",6,78,38.75,-121.5,"Sacramento",33,2019,0,1.46081169774309,-0.633621422985837,0.419055415984609,0.118741242284697,-0.165946595362781,-0.561285987142602,-1.21298071474127,0.647463342400914,0.590128780152153,0.162990932774924,0.603629652573515
"4402","7/1/2019",6,78,37,-121.5,"San Benito",34,2019,0,0.68424359204398,-0.633621422985837,0.143263031319735,0.344695450904119,-0.502593603387577,-0.329911685262705,-1.05157173371866,-0.434613978311236,-0.41955639403516,-0.0478873704934932,0.993514238438056
"4403","7/1/2019",6,78,36.25,-117.75,"San Bernardino",35,2019,2,2.20135344802316,-0.597550757330994,1.92177033242784,-1.30154235475167,-0.0298552516931821,-1.40965842736889,-1.05157173371866,0.942613880630506,1.01591998437531,-0.0393293568302966,4.59941477426377
"4404","7/1/2019",6,78,33.25,-117.75,"San Diego",36,2019,3,1.27427523524011,-0.597550757330994,0.921138988066817,-0.978750628152498,-0.352176855121178,-1.0240345909024,-0.513541796976627,1.91515700220209,1.80118961981367,0.0530340777414548,4.0637826104742
"4405","7/1/2019",6,78,38.25,-121.5,"San Joaquin",37,2019,2,1.36554200230165,-0.633621422985837,0.48623561224913,0.021903724304944,-0.259061725241979,-0.561285987142602,-1.26678370841547,0.0080392334185861,0.0545837635717933,0.019886271904491,0.373190962780638
"4406","7/1/2019",6,78,36,-124,"San Luis Obispo",38,2019,2,0.285551925406708,-0.597550757330994,-1.05183730222806,-1.172425664112,3.19336078258678,-1.25540889278229,0.885336038552659,-0.233313114709799,-0.270194854381652,-0.042412183687225,3.4832406270215
"4407","7/1/2019",6,78,37.75,-124,"San Mateo",39,2019,0,0.0741973069483943,-0.597550757330994,-1.26398529043181,-1.36610070007151,3.82367858484598,-1.33253366007559,0.777730051204253,0.0696274169335127,0.0575838353500567,0.176556180086316,0.303969751274671
"4408","7/1/2019",6,78,35,-123.75,"Santa Barbara",40,2019,1,0.245522641607785,-0.597550757330994,-1.26398529043181,-1.30154235475167,3.46554346992598,-1.33253366007559,1.04674501957527,-0.165009352876733,-0.159420678628677,-0.0319715688463066,1.2746428477656
"4409","7/1/2019",6,78,37.5,-122,"Santa Clara",41,2019,3,0.743486932066387,-0.633621422985837,-0.125457753738348,0.570649659523541,-0.624359542460375,-0.252786917969406,-0.943965746370254,0.855239734821658,0.844910469155709,0.147534992876737,1.30227920751684
"4410","7/1/2019",6,78,37,-124,"Santa Cruz",42,2019,0,0.0405727085572988,-0.597550757330994,-1.24630629141483,-1.30154235475167,3.02145592742518,-1.33253366007559,0.777730051204253,-0.265863052398237,-0.276905523412443,0.0287787304760508,0.290665382224941
"4411","7/1/2019",6,78,41.25,-122.5,"Shasta",43,2019,2,1.3191080330949,-0.633621422985837,-0.525003131522077,0.990278904102469,-0.524081710282777,0.209961685790389,-1.32058670208968,-0.321095731843273,-0.340048051079112,-0.0475542741533089,4.60669269492845
"4412","7/1/2019",6,78,39.75,-121,"Sierra",44,2019,0,0.842759555887716,-0.597550757330994,-1.19326929436389,1.63586235730082,-0.473942794193977,0.518460754963585,-1.21298071474127,-0.468706814794589,-0.460101770883858,-0.0535621453902362,0.212114450734822
"4413","7/1/2019",6,78,42,-123.75,"Siskiyou",45,2019,2,0.859571855083264,-0.597550757330994,-0.227995948036828,0.699766350163211,-0.602871435565176,-0.0985373833828077,-1.10537472739286,-0.42639228297623,-0.432620435412642,-0.0530510380504393,3.62023446358561
"4414","7/1/2019",6,78,38.25,-122,"Solano",46,2019,1,1.11255692869246,-0.633621422985837,0.16447783014011,0.312416278244202,0.371256077017214,-0.484161219849303,-1.05157173371866,-0.163925258365878,-0.158645066851427,0.0194749586099315,0.874161070895847
"4415","7/1/2019",6,78,38.75,-124,"Sonoma",47,2019,0,0.122232447507101,-0.633621422985837,-1.22509149259445,-0.881913110172745,3.77353966875718,-1.17828412548899,-0.136920841257204,-0.0700368660766206,-0.126988038254262,-0.0116837091631787,1.72975961047008
"4416","7/1/2019",6,78,37.75,-121.25,"Stanislaus",48,2019,2,1.71059442864837,-0.633621422985837,0.617060204974776,-0.0749337936748083,-0.251899022943579,-0.561285987142602,-1.42819268943808,-0.119066976213119,-0.0888013619064853,-0.00430838979286321,0.928354209809617
"4417","7/1/2019",6,78,39.25,-121.75,"Sutter",49,2019,0,1.94596661738603,-0.633621422985837,0.599381205957797,-0.0103754483549733,-0.316363343629179,-0.638410754435901,-1.32058670208968,-0.406342342174567,-0.396394483942321,-0.0322790423910921,0.279778745251928
"4418","7/1/2019",6,78,40.25,-122.75,"Tehama",50,2019,0,1.79305475327415,-0.633621422985837,-0.25981814626739,0.667487177503294,-0.538407114879576,-0.329911685262705,-1.37438969576388,-0.419396001615101,-0.418013306268532,-0.051012002963967,3.49994157779084
"4419","7/1/2019",6,78,41.25,-123.5,"Trinity",51,2019,0,0.937228665653175,-0.633621422985837,-1.23923469180804,1.66814152996074,-0.724637374637974,0.518460754963585,-1.26678370841547,-0.455842871893454,-0.45381009492854,-0.0534663970495355,1.08193624258045
"4420","7/1/2019",6,78,36.75,-119.5,"Tulare",52,2019,0,1.48322809667048,-0.56148009167615,0.0265816378076722,0.473812141543789,-0.796264397621974,-0.329911685262705,-1.42819268943808,-0.179805307066857,-0.146067138799372,-0.0409543814858516,2.1535598953912
"4421","7/1/2019",6,78,38.25,-120.5,"Tuolumne",53,2019,0,1.16459499763106,-0.633621422985837,-0.486109333684723,0.893441386122716,-0.473942794193977,-0.0985373833828077,-1.37438969576388,-0.411923493022418,-0.425203986783846,-0.0506789066237827,1.60122079232597
"4422","7/1/2019",6,78,34.5,-120,"Ventura",54,2019,1,0.516921185764483,-0.633621422985837,-0.740686919529223,-1.23698400943184,1.3382208873012,-1.17828412548899,-0.0831178475830006,0.0910421552890203,0.111438005194758,0.00791368361236066,0.528725389338463
"4423","7/1/2019",6,78,38.75,-122.25,"Yolo",55,2019,0,1.60331594806725,-0.633621422985837,0.030117437611068,0.473812141543789,-0.430966580403577,-0.7155355217292,-1.26678370841547,-0.319847087272734,-0.312644005592692,-0.0246812092712608,0.648534232722543
"4424","7/1/2019",6,78,39.5,-121.5,"Yuba",56,2019,1,1.71940087108413,-0.633621422985837,-0.0299911590466612,0.570649659523541,-0.395153068911578,-0.252786917969406,-1.32058670208968,-0.417055519001486,-0.408803594396006,-0.0371959219713024,0.939617771093289
