time,month_factor,month_and_year_factor,latitude,longitude,county,county_factor,year,count,2m_temperature,total_precipitation,low_vegetation_cover,high_vegetation_cover,10m_wind_speed,volumetric_soil_water_layer_1,total_cloud_cover,housingdensity,population,populationdensity
9/1/2016,8,44,40.75,-121,Lassen,17,2016,1,63.39,0.0001,0.757,0.21,2.35,0.1,0.17,12751,30721,6.76
9/1/2016,8,44,34.75,-119.25,Los Angeles,18,2016,0,69.16,0.0001,0.313,0.06,3.22,0.02,0.27,3525319,10105708,2490.39
9/1/2016,8,44,37.5,-120.25,Madera,19,2016,0,70.97,0,0.286,0.71,2.08,0.14,0.04,50272,153956,72.04
9/1/2016,8,44,38,-124,Marin,20,2016,0,59.42,0,0.012,0.15,6.77,0.01,0.37,113028,260562,500.78
9/1/2016,8,44,38,-120,Mariposa,21,2016,0,60.01,0.0002,0.371,0.61,2.12,0.19,0.08,10401,17456,12.05
9/1/2016,8,44,40,-124,Mendocino,22,2016,1,63.42,0,0.005,0.72,3.22,0.12,0.21,40919,87285,24.89
9/1/2016,8,44,37.5,-121,Merced,23,2016,0,74.02,0,0.676,0.31,2.25,0.11,0.04,84540,267628,138.31
9/1/2016,8,44,41.75,-121,Modoc,24,2016,2,60.89,0.0001,0.879,0.11,2.53,0.08,0.21,5253,8961,2.29
9/1/2016,8,44,38.5,-119.75,Mono,25,2016,0,55.42,0.0002,0.669,0.28,2.1,0.14,0.11,14071,14273,4.68
9/1/2016,8,44,36.75,-124,Monterey,26,2016,0,62.28,0,0.059,0.09,6.39,0.02,0.4,141033,433953,132.28
9/1/2016,8,44,38.5,-122.5,Napa,27,2016,0,69.16,0,0.033,0.97,1.95,0.11,0.12,55613,140840,188.2
9/1/2016,8,44,39.5,-121.25,Nevada,28,2016,2,63.51,0.0001,0.081,0.89,2.31,0.22,0.13,53609,98913,103.27
9/1/2016,8,44,33.75,-118,Orange,29,2016,0,70.15,0.0002,0.528,0.09,2.36,0.06,0.3,1090560,3164986,4003.42
9/1/2016,8,44,39.25,-121.25,Placer,30,2016,0,67.5,0.0001,0.205,0.78,2.28,0.17,0.1,161500,378943,269.33
9/1/2016,8,44,40.5,-121.5,Plumas,31,2016,1,60.98,0.0002,0.156,0.82,2.16,0.24,0.15,15767,18665,7.37
9/1/2016,8,44,34,-117.5,Riverside,32,2016,0,73.65,0.0004,0.818,0.18,1.97,0.07,0.19,832169,2380081,330.27
9/1/2016,8,44,38.75,-121.5,Sacramento,33,2016,1,72.17,0,0.489,0.5,2.29,0.1,0.09,566342,1510987,1566.37
9/1/2016,8,44,37,-121.5,San Benito,34,2016,0,65.77,0,0.411,0.57,1.87,0.15,0.12,18422,59225,42.65
9/1/2016,8,44,36.25,-117.75,San Bernardino,35,2016,2,76.93,0.0001,0.914,0.06,2.44,0.01,0.1,715166,2131960,106.3
9/1/2016,8,44,33.25,-117.75,San Diego,36,2016,0,71.86,0.0005,0.631,0.16,2.29,0.07,0.27,1203503,3306089,785.92
9/1/2016,8,44,38.25,-121.5,San Joaquin,37,2016,0,70.89,0,0.508,0.47,2.16,0.11,0.07,240826,732809,526.7
9/1/2016,8,44,36,-124,San Luis Obispo,38,2016,0,63.32,0,0.073,0.1,6.09,0.03,0.37,121031,281803,85.43
9/1/2016,8,44,37.75,-124,San Mateo,39,2016,0,60.6,0,0.013,0.04,6.63,0.02,0.4,276278,767906,1712.51
9/1/2016,8,44,35,-123.75,Santa Barbara,40,2016,2,63.49,0.0001,0.013,0.06,6.09,0.01,0.4,156150,444340,162.46
9/1/2016,8,44,37.5,-122,Santa Clara,41,2016,2,66.7,0,0.335,0.64,1.8,0.16,0.12,665631,1928368,1494.74
9/1/2016,8,44,37,-124,Santa Cruz,42,2016,0,60.57,0,0.018,0.06,5.91,0.02,0.36,105831,274396,616.38
9/1/2016,8,44,41.25,-122.5,Shasta,43,2016,2,66.84,0.0001,0.222,0.77,2.2,0.22,0.15,78469,178571,47.3
9/1/2016,8,44,39.75,-121,Sierra,44,2016,0,62.3,0.0001,0.033,0.97,2.29,0.25,0.13,2347,2951,3.1
9/1/2016,8,44,42,-123.75,Siskiyou,45,2016,1,60.92,0.0001,0.306,0.68,2,0.17,0.21,24061,43376,6.91
9/1/2016,8,44,38.25,-122,Solano,46,2016,0,69.43,0,0.417,0.56,2.7,0.12,0.13,156966,438858,534.05
9/1/2016,8,44,38.75,-124,Sonoma,47,2016,1,60.2,0,0.024,0.19,6.51,0.04,0.32,208324,502547,318.91
9/1/2016,8,44,37.75,-121.25,Stanislaus,48,2016,0,73.34,0,0.545,0.44,2.2,0.12,0.05,181055,539255,360.75
9/1/2016,8,44,39.25,-121.75,Sutter,49,2016,1,75.69,0,0.54,0.46,2.25,0.1,0.08,34337,95742,158.93
9/1/2016,8,44,40.25,-122.75,Tehama,50,2016,1,73.25,0,0.297,0.67,2.08,0.16,0.12,27427,63453,21.51
9/1/2016,8,44,41.25,-123.5,Trinity,51,2016,0,64.1,0,0.02,0.98,1.78,0.25,0.18,8854,12828,4.03
9/1/2016,8,44,36.75,-119.5,Tulare,52,2016,0,70.68,0.0001,0.378,0.61,1.72,0.12,0.04,147688,459235,95.19
9/1/2016,8,44,38.25,-120.5,Tuolumne,53,2016,1,66.9,0.0001,0.233,0.74,2.29,0.16,0.07,31478,53770,24.21
9/1/2016,8,44,34.5,-120,Ventura,54,2016,0,66.62,0.0001,0.161,0.08,4.04,0.03,0.29,287180,847323,459.72
9/1/2016,8,44,38.75,-122.25,Yolo,55,2016,0,73.3,0,0.379,0.61,2.05,0.05,0.09,77251,215627,212.51
9/1/2016,8,44,39.5,-121.5,Yuba,56,2016,0,72.64,0,0.362,0.64,2.28,0.16,0.09,28401,74952,118.62
10/1/2016,9,45,37.75,-122.25,Alameda,1,2016,0,61.94,0.0026,0.596,0.18,2.18,0.2,0.54,600467,1650950,2233.97
10/1/2016,9,45,38.5,-120.75,Amador,2,2016,0,57.56,0.0082,0.002,1,2.77,0.34,0.5,18274,37429,62.95
10/1/2016,9,45,40,-121.75,Butte,3,2016,0,58.12,0.0082,0.176,0.82,2.9,0.31,0.53,98692,226231,138.24
10/1/2016,9,45,38.5,-120.75,Calaveras,4,2016,0,55.86,0.0076,0.078,0.92,2.62,0.31,0.48,27731,45322,44.43
10/1/2016,9,45,39.25,-122.25,Colusa,5,2016,0,64.55,0.0029,0.392,0.57,2.54,0.17,0.49,8022,21496,18.68
10/1/2016,9,45,38,-122.25,Contra Costa,6,2016,0,62.98,0.0025,0.579,0.31,2.28,0.21,0.53,411110,1137268,1588.5
10/1/2016,9,45,41.75,-124,Del Norte,7,2016,0,53.28,0.0152,0.001,1,3.72,0.22,0.74,11362,27382,27.21
10/1/2016,9,45,39,-121,El Dorado,8,2016,1,51.58,0.008,0.114,0.86,2.84,0.37,0.51,89573,185976,108.89
10/1/2016,9,45,37.25,-120.75,Fresno,9,2016,1,64.08,0.0017,0.44,0.56,2.06,0.17,0.39,328158,976830,163.95
10/1/2016,9,45,39.75,-122.5,Glenn,10,2016,0,63.94,0.0032,0.636,0.36,2.72,0.18,0.5,10967,27840,21.19
10/1/2016,9,45,42,-124,Humboldt,11,2016,0,52.3,0.0046,0.688,0.3,2.53,0.16,0.54,62792,136290,38.2
10/1/2016,9,45,33.5,-116,Imperial,12,2016,0,77.51,0,0.964,0.01,2.06,0,0.23,57484,180179,43.14
10/1/2016,9,45,38,-118.75,Inyo,13,2016,0,55.48,0.0007,0.864,0.09,1.78,0.05,0.32,9541,17922,1.76
10/1/2016,9,45,36,-120,Kern,14,2016,0,62.84,0.0005,0.699,0.29,2.23,0.08,0.36,295641,880856,108.32
10/1/2016,9,45,36.25,-120.25,Kings,15,2016,0,68.32,0.0005,0.778,0.22,2.16,0.13,0.36,45808,149382,107.51
10/1/2016,9,45,42,-123,Lake,16,2016,0,51.56,0.0033,0.57,0.41,3,0.21,0.57,34543,63903,50.86
10/1/2016,9,45,40.75,-121,Lassen,17,2016,0,49.47,0.003,0.757,0.21,2.69,0.23,0.53,12751,30721,6.76
10/1/2016,9,45,34.75,-119.25,Los Angeles,18,2016,0,66.14,0.0004,0.313,0.06,3.35,0.03,0.43,3525319,10105708,2490.39
10/1/2016,9,45,37.5,-120.25,Madera,19,2016,0,61.62,0.0036,0.286,0.71,2.13,0.21,0.42,50272,153956,72.04
10/1/2016,9,45,38,-124,Marin,20,2016,0,59.24,0.0032,0.012,0.15,5.48,0.02,0.58,113028,260562,500.78
10/1/2016,9,45,38,-120,Mariposa,21,2016,0,49.11,0.0062,0.371,0.61,2.32,0.33,0.43,10401,17456,12.05
10/1/2016,9,45,40,-124,Mendocino,22,2016,0,56.33,0.0077,0.005,0.72,3.04,0.26,0.61,40919,87285,24.89
10/1/2016,9,45,37.5,-121,Merced,23,2016,0,66.01,0.0015,0.676,0.31,2.18,0.15,0.44,84540,267628,138.31
10/1/2016,9,45,41.75,-121,Modoc,24,2016,0,47.74,0.0024,0.879,0.11,3.18,0.2,0.56,5253,8961,2.29
10/1/2016,9,45,38.5,-119.75,Mono,25,2016,0,44.61,0.0028,0.669,0.28,2.55,0.23,0.39,14071,14273,4.68
10/1/2016,9,45,36.75,-124,Monterey,26,2016,0,61.17,0.0017,0.059,0.09,5.63,0.03,0.52,141033,433953,132.28
10/1/2016,9,45,38.5,-122.5,Napa,27,2016,1,61.96,0.0041,0.033,0.97,2,0.23,0.54,55613,140840,188.2
10/1/2016,9,45,39.5,-121.25,Nevada,28,2016,0,51.43,0.008,0.081,0.89,2.89,0.38,0.53,53609,98913,103.27
10/1/2016,9,45,33.75,-118,Orange,29,2016,0,67.68,0.0004,0.528,0.09,2.31,0.06,0.43,1090560,3164986,4003.42
10/1/2016,9,45,39.25,-121.25,Placer,30,2016,0,56.41,0.0082,0.205,0.78,2.63,0.33,0.52,161500,378943,269.33
10/1/2016,9,45,40.5,-121.5,Plumas,31,2016,0,47.51,0.0063,0.156,0.82,2.76,0.39,0.57,15767,18665,7.37
10/1/2016,9,45,34,-117.5,Riverside,32,2016,0,67.75,0.0007,0.818,0.18,1.86,0.08,0.33,832169,2380081,330.27
10/1/2016,9,45,38.75,-121.5,Sacramento,33,2016,0,64.07,0.0044,0.489,0.5,2.29,0.24,0.5,566342,1510987,1566.37
10/1/2016,9,45,37,-121.5,San Benito,34,2016,0,61.53,0.0018,0.411,0.57,1.78,0.19,0.5,18422,59225,42.65
10/1/2016,9,45,36.25,-117.75,San Bernardino,35,2016,0,67.82,0.0004,0.914,0.06,2.33,0.03,0.32,715166,2131960,106.3
10/1/2016,9,45,33.25,-117.75,San Diego,36,2016,0,68.27,0.0004,0.631,0.16,2.2,0.06,0.37,1203503,3306089,785.92
10/1/2016,9,45,38.25,-121.5,San Joaquin,37,2016,0,63.47,0.0036,0.508,0.47,2.19,0.23,0.5,240826,732809,526.7
10/1/2016,9,45,36,-124,San Luis Obispo,38,2016,0,62.15,0.0011,0.073,0.1,5.53,0.03,0.49,121031,281803,85.43
10/1/2016,9,45,37.75,-124,San Mateo,39,2016,0,60.46,0.0026,0.013,0.04,5.61,0.03,0.59,276278,767906,1712.51
10/1/2016,9,45,35,-123.75,Santa Barbara,40,2016,0,62.93,0.0008,0.013,0.06,5.77,0.02,0.46,156150,444340,162.46
10/1/2016,9,45,37.5,-122,Santa Clara,41,2016,0,60.84,0.0033,0.335,0.64,1.97,0.25,0.52,665631,1928368,1494.74
10/1/2016,9,45,37,-124,Santa Cruz,42,2016,0,60.22,0.003,0.018,0.06,5.23,0.03,0.56,105831,274396,616.38
10/1/2016,9,45,41.25,-122.5,Shasta,43,2016,0,52.79,0.0071,0.222,0.77,2.74,0.37,0.58,78469,178571,47.3
10/1/2016,9,45,39.75,-121,Sierra,44,2016,0,49.55,0.0094,0.033,0.97,2.86,0.41,0.56,2347,2951,3.1
10/1/2016,9,45,42,-123.75,Siskiyou,45,2016,0,48.48,0.0081,0.306,0.68,2.38,0.34,0.68,24061,43376,6.91
10/1/2016,9,45,38.25,-122,Solano,46,2016,0,63.66,0.0027,0.417,0.56,2.28,0.21,0.53,156966,438858,534.05
10/1/2016,9,45,38.75,-124,Sonoma,47,2016,0,58.76,0.0043,0.024,0.19,5.11,0.07,0.57,208324,502547,318.91
10/1/2016,9,45,37.75,-121.25,Stanislaus,48,2016,0,65,0.0023,0.545,0.44,2.26,0.2,0.47,181055,539255,360.75
10/1/2016,9,45,39.25,-121.75,Sutter,49,2016,0,65.05,0.0042,0.54,0.46,2.6,0.21,0.49,34337,95742,158.93
10/1/2016,9,45,40.25,-122.75,Tehama,50,2016,0,59.67,0.0042,0.297,0.67,2.52,0.29,0.54,27427,63453,21.51
10/1/2016,9,45,41.25,-123.5,Trinity,51,2016,0,50.77,0.0078,0.02,0.98,1.83,0.41,0.67,8854,12828,4.03
10/1/2016,9,45,36.75,-119.5,Tulare,52,2016,2,61.79,0.001,0.378,0.61,1.74,0.14,0.37,147688,459235,95.19
10/1/2016,9,45,38.25,-120.5,Tuolumne,53,2016,0,56.41,0.0071,0.233,0.74,2.45,0.3,0.45,31478,53770,24.21
10/1/2016,9,45,34.5,-120,Ventura,54,2016,0,64.7,0.0005,0.161,0.08,4.06,0.04,0.43,287180,847323,459.72
10/1/2016,9,45,38.75,-122.25,Yolo,55,2016,0,63.95,0.0033,0.379,0.61,2.28,0.17,0.51,77251,215627,212.51
10/1/2016,9,45,39.5,-121.5,Yuba,56,2016,0,61.65,0.0071,0.362,0.64,2.56,0.3,0.51,28401,74952,118.62
11/1/2016,10,46,37.75,-122.25,Alameda,1,2016,0,56.29,0.0015,0.596,0.18,1.82,0.29,0.55,600467,1650950,2233.97
11/1/2016,10,46,38.5,-120.75,Amador,2,2016,0,49.93,0.0047,0.002,1,2.38,0.42,0.46,18274,37429,62.95
11/1/2016,10,46,40,-121.75,Butte,3,2016,0,50.47,0.0043,0.176,0.82,2.29,0.4,0.58,98692,226231,138.24
11/1/2016,10,46,38.5,-120.75,Calaveras,4,2016,0,47.85,0.0036,0.078,0.92,2.15,0.39,0.46,27731,45322,44.43
11/1/2016,10,46,39.25,-122.25,Colusa,5,2016,0,56.29,0.0018,0.392,0.57,1.9,0.28,0.54,8022,21496,18.68
11/1/2016,10,46,38,-122.25,Contra Costa,6,2016,0,56.62,0.0015,0.579,0.31,1.8,0.29,0.57,411110,1137268,1588.5
11/1/2016,10,46,41.75,-124,Del Norte,7,2016,0,50.35,0.0096,0.001,1,3.62,0.24,0.72,11362,27382,27.21
11/1/2016,10,46,39,-121,El Dorado,8,2016,0,44.16,0.004,0.114,0.86,2.33,0.44,0.49,89573,185976,108.89
11/1/2016,10,46,37.25,-120.75,Fresno,9,2016,0,54.89,0.0013,0.44,0.56,1.69,0.27,0.37,328158,976830,163.95
11/1/2016,10,46,39.75,-122.5,Glenn,10,2016,0,55.16,0.0025,0.636,0.36,1.96,0.31,0.58,10967,27840,21.19
11/1/2016,10,46,42,-124,Humboldt,11,2016,0,44,0.0026,0.688,0.3,2.11,0.2,0.56,62792,136290,38.2
11/1/2016,10,46,33.5,-116,Imperial,12,2016,0,66.81,0,0.964,0.01,1.94,0,0.24,57484,180179,43.14
11/1/2016,10,46,38,-118.75,Inyo,13,2016,0,44.23,0.0005,0.864,0.09,1.51,0.08,0.26,9541,17922,1.76
11/1/2016,10,46,36,-120,Kern,14,2016,0,53.73,0.0007,0.699,0.29,2.03,0.12,0.29,295641,880856,108.32
11/1/2016,10,46,36.25,-120.25,Kings,15,2016,0,59.2,0.0006,0.778,0.22,1.72,0.2,0.34,45808,149382,107.51
11/1/2016,10,46,42,-123,Lake,16,2016,0,44.42,0.0018,0.57,0.41,2.52,0.24,0.61,34543,63903,50.86
11/1/2016,10,46,40.75,-121,Lassen,17,2016,0,41.02,0.001,0.757,0.21,2.03,0.27,0.59,12751,30721,6.76
11/1/2016,10,46,34.75,-119.25,Los Angeles,18,2016,1,62.01,0.0007,0.313,0.06,3.44,0.03,0.3,3525319,10105708,2490.39
11/1/2016,10,46,37.5,-120.25,Madera,19,2016,0,52.35,0.0017,0.286,0.71,1.66,0.29,0.39,50272,153956,72.04
11/1/2016,10,46,38,-124,Marin,20,2016,0,57.95,0.0021,0.012,0.15,4.73,0.03,0.55,113028,260562,500.78
11/1/2016,10,46,38,-120,Mariposa,21,2016,0,40.7,0.0021,0.371,0.61,1.81,0.41,0.41,10401,17456,12.05
11/1/2016,10,46,40,-124,Mendocino,22,2016,0,52.18,0.0053,0.005,0.72,2.67,0.32,0.62,40919,87285,24.89
11/1/2016,10,46,37.5,-121,Merced,23,2016,0,57.58,0.0017,0.676,0.31,1.77,0.23,0.44,84540,267628,138.31
11/1/2016,10,46,41.75,-121,Modoc,24,2016,0,39.98,0.0011,0.879,0.11,2.6,0.21,0.62,5253,8961,2.29
11/1/2016,10,46,38.5,-119.75,Mono,25,2016,0,36.04,0.0009,0.669,0.28,2.09,0.27,0.36,14071,14273,4.68
11/1/2016,10,46,36.75,-124,Monterey,26,2016,0,59.16,0.0012,0.059,0.09,5.36,0.04,0.55,141033,433953,132.28
11/1/2016,10,46,38.5,-122.5,Napa,27,2016,0,55.58,0.0021,0.033,0.97,1.58,0.33,0.57,55613,140840,188.2
11/1/2016,10,46,39.5,-121.25,Nevada,28,2016,0,44.14,0.0038,0.081,0.89,2.34,0.44,0.51,53609,98913,103.27
11/1/2016,10,46,33.75,-118,Orange,29,2016,0,64.11,0.0007,0.528,0.09,2.29,0.07,0.33,1090560,3164986,4003.42
11/1/2016,10,46,39.25,-121.25,Placer,30,2016,0,48.82,0.0043,0.205,0.78,2.14,0.41,0.5,161500,378943,269.33
11/1/2016,10,46,40.5,-121.5,Plumas,31,2016,0,39.48,0.0033,0.156,0.82,2.1,0.45,0.59,15767,18665,7.37
11/1/2016,10,46,34,-117.5,Riverside,32,2016,0,59.35,0.0006,0.818,0.18,1.91,0.09,0.3,832169,2380081,330.27
11/1/2016,10,46,38.75,-121.5,Sacramento,33,2016,0,55.81,0.0022,0.489,0.5,1.81,0.32,0.52,566342,1510987,1566.37
11/1/2016,10,46,37,-121.5,San Benito,34,2016,0,55.47,0.0017,0.411,0.57,1.63,0.27,0.48,18422,59225,42.65
11/1/2016,10,46,36.25,-117.75,San Bernardino,35,2016,0,57.5,0.0002,0.914,0.06,2.1,0.02,0.23,715166,2131960,106.3
11/1/2016,10,46,33.25,-117.75,San Diego,36,2016,1,62.23,0.0007,0.631,0.16,2.26,0.07,0.33,1203503,3306089,785.92
11/1/2016,10,46,38.25,-121.5,San Joaquin,37,2016,0,55.65,0.002,0.508,0.47,1.79,0.31,0.5,240826,732809,526.7
11/1/2016,10,46,36,-124,San Luis Obispo,38,2016,0,59.98,0.0009,0.073,0.1,5.96,0.04,0.5,121031,281803,85.43
11/1/2016,10,46,37.75,-124,San Mateo,39,2016,0,59.04,0.0017,0.013,0.04,4.98,0.05,0.57,276278,767906,1712.51
11/1/2016,10,46,35,-123.75,Santa Barbara,40,2016,0,60.81,0.0006,0.013,0.06,6.82,0.02,0.44,156150,444340,162.46
11/1/2016,10,46,37.5,-122,Santa Clara,41,2016,0,54.97,0.0017,0.335,0.64,1.68,0.33,0.51,665631,1928368,1494.74
11/1/2016,10,46,37,-124,Santa Cruz,42,2016,0,58.69,0.0017,0.018,0.06,4.67,0.04,0.54,105831,274396,616.38
11/1/2016,10,46,41.25,-122.5,Shasta,43,2016,0,45.45,0.0041,0.222,0.77,2.02,0.44,0.65,78469,178571,47.3
11/1/2016,10,46,39.75,-121,Sierra,44,2016,0,42.12,0.005,0.033,0.97,2.25,0.47,0.54,2347,2951,3.1
11/1/2016,10,46,42,-123.75,Siskiyou,45,2016,0,42.31,0.0039,0.306,0.68,2.18,0.39,0.71,24061,43376,6.91
11/1/2016,10,46,38.25,-122,Solano,46,2016,0,56.73,0.0015,0.417,0.56,1.73,0.3,0.58,156966,438858,534.05
11/1/2016,10,46,38.75,-124,Sonoma,47,2016,0,56.82,0.0031,0.024,0.19,4.47,0.1,0.55,208324,502547,318.91
11/1/2016,10,46,37.75,-121.25,Stanislaus,48,2016,0,56.91,0.0019,0.545,0.44,1.81,0.26,0.47,181055,539255,360.75
11/1/2016,10,46,39.25,-121.75,Sutter,49,2016,0,56.54,0.0022,0.54,0.46,1.99,0.31,0.54,34337,95742,158.93
11/1/2016,10,46,40.25,-122.75,Tehama,50,2016,0,51.62,0.0032,0.297,0.67,1.86,0.39,0.61,27427,63453,21.51
11/1/2016,10,46,41.25,-123.5,Trinity,51,2016,0,44.46,0.0046,0.02,0.98,1.66,0.48,0.7,8854,12828,4.03
11/1/2016,10,46,36.75,-119.5,Tulare,52,2016,0,52.25,0.0013,0.378,0.61,1.52,0.22,0.33,147688,459235,95.19
11/1/2016,10,46,38.25,-120.5,Tuolumne,53,2016,0,48.14,0.0029,0.233,0.74,1.95,0.38,0.44,31478,53770,24.21
11/1/2016,10,46,34.5,-120,Ventura,54,2016,0,61.6,0.0008,0.161,0.08,4.51,0.05,0.3,287180,847323,459.72
11/1/2016,10,46,38.75,-122.25,Yolo,55,2016,0,56.15,0.0018,0.379,0.61,1.74,0.29,0.55,77251,215627,212.51
11/1/2016,10,46,39.5,-121.5,Yuba,56,2016,0,53.84,0.0034,0.362,0.64,2.07,0.38,0.54,28401,74952,118.62
12/1/2016,11,47,37.75,-122.25,Alameda,1,2016,0,48.5,0.0025,0.596,0.18,2.1,0.34,0.53,600467,1650950,2233.97
12/1/2016,11,47,38.5,-120.75,Amador,2,2016,0,42.4,0.0074,0.002,1,2.61,0.44,0.54,18274,37429,62.95
12/1/2016,11,47,40,-121.75,Butte,3,2016,0,42.16,0.0084,0.176,0.82,2.73,0.41,0.55,98692,226231,138.24
12/1/2016,11,47,38.5,-120.75,Calaveras,4,2016,0,39.23,0.0068,0.078,0.92,2.34,0.42,0.55,27731,45322,44.43
12/1/2016,11,47,39.25,-122.25,Colusa,5,2016,0,47.64,0.0023,0.392,0.57,2.34,0.32,0.54,8022,21496,18.68
12/1/2016,11,47,38,-122.25,Contra Costa,6,2016,0,48.57,0.0028,0.579,0.31,2.12,0.34,0.55,411110,1137268,1588.5
12/1/2016,11,47,41.75,-124,Del Norte,7,2016,0,42.36,0.008,0.001,1,3.33,0.23,0.64,11362,27382,27.21
12/1/2016,11,47,39,-121,El Dorado,8,2016,0,35.77,0.007,0.114,0.86,2.54,0.45,0.59,89573,185976,108.89
12/1/2016,11,47,37.25,-120.75,Fresno,9,2016,0,45.45,0.0033,0.44,0.56,1.69,0.34,0.5,328158,976830,163.95
12/1/2016,11,47,39.75,-122.5,Glenn,10,2016,0,46.54,0.0032,0.636,0.36,2.39,0.35,0.55,10967,27840,21.19
12/1/2016,11,47,42,-124,Humboldt,11,2016,0,27.63,0.0035,0.688,0.3,2,0.27,0.66,62792,136290,38.2
12/1/2016,11,47,33.5,-116,Imperial,12,2016,0,57.43,0.0015,0.964,0.01,1.86,0.07,0.45,57484,180179,43.14
12/1/2016,11,47,38,-118.75,Inyo,13,2016,0,32.87,0.002,0.864,0.09,1.57,0.16,0.46,9541,17922,1.76
12/1/2016,11,47,36,-120,Kern,14,2016,0,45.12,0.0019,0.699,0.29,2.05,0.19,0.52,295641,880856,108.32
12/1/2016,11,47,36.25,-120.25,Kings,15,2016,0,49.87,0.0017,0.778,0.22,1.68,0.26,0.49,45808,149382,107.51
12/1/2016,11,47,42,-123,Lake,16,2016,0,29.51,0.0034,0.57,0.41,2.26,0.31,0.68,34543,63903,50.86
12/1/2016,11,47,40.75,-121,Lassen,17,2016,0,28.37,0.0034,0.757,0.21,2.13,0.35,0.64,12751,30721,6.76
12/1/2016,11,47,34.75,-119.25,Los Angeles,18,2016,0,55.57,0.0021,0.313,0.06,3.77,0.06,0.5,3525319,10105708,2490.39
12/1/2016,11,47,37.5,-120.25,Madera,19,2016,0,42.55,0.0049,0.286,0.71,1.7,0.38,0.5,50272,153956,72.04
12/1/2016,11,47,38,-124,Marin,20,2016,0,52.54,0.0033,0.012,0.15,6.36,0.04,0.56,113028,260562,500.78
12/1/2016,11,47,38,-120,Mariposa,21,2016,0,31.96,0.0061,0.371,0.61,1.81,0.43,0.52,10401,17456,12.05
12/1/2016,11,47,40,-124,Mendocino,22,2016,0,44.17,0.0054,0.005,0.72,3.1,0.31,0.6,40919,87285,24.89
12/1/2016,11,47,37.5,-121,Merced,23,2016,0,48.22,0.0026,0.676,0.31,1.93,0.31,0.5,84540,267628,138.31
12/1/2016,11,47,41.75,-121,Modoc,24,2016,0,23.89,0.0031,0.879,0.11,2.31,0.3,0.68,5253,8961,2.29
12/1/2016,11,47,38.5,-119.75,Mono,25,2016,0,23.72,0.0034,0.669,0.28,2.1,0.34,0.52,14071,14273,4.68
12/1/2016,11,47,36.75,-124,Monterey,26,2016,0,54.84,0.0024,0.059,0.09,6.8,0.05,0.58,141033,433953,132.28
12/1/2016,11,47,38.5,-122.5,Napa,27,2016,0,47.21,0.0032,0.033,0.97,1.91,0.36,0.55,55613,140840,188.2
12/1/2016,11,47,39.5,-121.25,Nevada,28,2016,0,35.25,0.0076,0.081,0.89,2.64,0.46,0.6,53609,98913,103.27
12/1/2016,11,47,33.75,-118,Orange,29,2016,0,57.47,0.0025,0.528,0.09,2.66,0.12,0.51,1090560,3164986,4003.42
12/1/2016,11,47,39.25,-121.25,Placer,30,2016,0,40.68,0.0076,0.205,0.78,2.43,0.42,0.57,161500,378943,269.33
12/1/2016,11,47,40.5,-121.5,Plumas,31,2016,0,29,0.0062,0.156,0.82,2.52,0.47,0.62,15767,18665,7.37
12/1/2016,11,47,34,-117.5,Riverside,32,2016,0,50.92,0.0032,0.818,0.18,1.99,0.18,0.51,832169,2380081,330.27
12/1/2016,11,47,38.75,-121.5,Sacramento,33,2016,0,47.44,0.004,0.489,0.5,2.22,0.36,0.55,566342,1510987,1566.37
12/1/2016,11,47,37,-121.5,San Benito,34,2016,0,47.84,0.0017,0.411,0.57,1.75,0.33,0.51,18422,59225,42.65
12/1/2016,11,47,36.25,-117.75,San Bernardino,35,2016,0,47.26,0.0014,0.914,0.06,2.19,0.08,0.48,715166,2131960,106.3
12/1/2016,11,47,33.25,-117.75,San Diego,36,2016,0,54.83,0.0027,0.631,0.16,2.4,0.14,0.51,1203503,3306089,785.92
12/1/2016,11,47,38.25,-121.5,San Joaquin,37,2016,0,47.23,0.0032,0.508,0.47,2.16,0.35,0.53,240826,732809,526.7
12/1/2016,11,47,36,-124,San Luis Obispo,38,2016,0,55.55,0.0022,0.073,0.1,6.41,0.05,0.56,121031,281803,85.43
12/1/2016,11,47,37.75,-124,San Mateo,39,2016,0,54.06,0.003,0.013,0.04,6.83,0.05,0.58,276278,767906,1712.51
12/1/2016,11,47,35,-123.75,Santa Barbara,40,2016,0,56.57,0.0019,0.013,0.06,6.61,0.03,0.53,156150,444340,162.46
12/1/2016,11,47,37.5,-122,Santa Clara,41,2016,0,47.29,0.0023,0.335,0.64,1.91,0.37,0.52,665631,1928368,1494.74
12/1/2016,11,47,37,-124,Santa Cruz,42,2016,0,53.97,0.003,0.018,0.06,6.23,0.04,0.55,105831,274396,616.38
12/1/2016,11,47,41.25,-122.5,Shasta,43,2016,0,36.51,0.0062,0.222,0.77,2.44,0.45,0.56,78469,178571,47.3
12/1/2016,11,47,39.75,-121,Sierra,44,2016,0,32.86,0.0096,0.033,0.97,2.83,0.48,0.58,2347,2951,3.1
12/1/2016,11,47,42,-123.75,Siskiyou,45,2016,0,32.2,0.0048,0.306,0.68,1.96,0.4,0.63,24061,43376,6.91
12/1/2016,11,47,38.25,-122,Solano,46,2016,0,48.65,0.0031,0.417,0.56,2.1,0.34,0.56,156966,438858,534.05
