time,month_factor,month_and_year_factor,latitude,longitude,county,county_factor,year,count,2m_temperature,total_precipitation,low_vegetation_cover,high_vegetation_cover,10m_wind_speed,volumetric_soil_water_layer_1,total_cloud_cover,housingdensity,population,populationdensity
1/1/2013,0,0,37.75,-122.25,Alameda,1,2013,0,45.88,0.0008,0.596,0.18,1.83,0.33,0.39,589352,1579593,2137.42
1/1/2013,0,0,38.5,-120.75,Amador,2,2013,0,41.4,0.0011,0.002,1,2.41,0.41,0.35,18241,36620,61.59
1/1/2013,0,0,40,-121.75,Butte,3,2013,0,39.93,0.0009,0.176,0.82,2.74,0.38,0.39,96989,221641,135.44
1/1/2013,0,0,38.5,-120.75,Calaveras,4,2013,0,37.85,0.0011,0.078,0.92,2.17,0.4,0.35,28024,44655,43.78
1/1/2013,0,0,39.25,-122.25,Colusa,5,2013,0,45.22,0.0007,0.392,0.57,1.82,0.32,0.38,7892,21250,18.47
1/1/2013,0,0,38,-122.25,Contra Costa,6,2013,0,45.4,0.0007,0.579,0.31,1.8,0.33,0.41,404915,1093401,1527.22
1/1/2013,0,0,41.75,-124,Del Norte,7,2013,0,41.47,0.0032,0.001,1,2.63,0.22,0.5,11323,27816,27.64
1/1/2013,0,0,39,-121,El Dorado,8,2013,0,33.78,0.0011,0.114,0.86,2.3,0.43,0.42,88683,181481,106.26
1/1/2013,0,0,37.25,-120.75,Fresno,9,2013,0,43.54,0.001,0.44,0.56,1.55,0.34,0.34,321458,951514,159.7
1/1/2013,0,0,39.75,-122.5,Glenn,10,2013,0,44.25,0.0006,0.636,0.36,1.84,0.34,0.39,10893,27809,21.16
1/1/2013,0,0,42,-124,Humboldt,11,2013,0,22.08,0.0012,0.688,0.3,1.78,0.25,0.57,62181,134403,37.67
1/1/2013,0,0,33.5,-116,Imperial,12,2013,0,54.65,0.0006,0.964,0.01,1.78,0.03,0.26,56665,176438,42.24
1/1/2013,0,0,38,-118.75,Inyo,13,2013,0,26.84,0.0006,0.864,0.09,1.56,0.17,0.29,9497,18357,1.8
1/1/2013,0,0,36,-120,Kern,14,2013,0,43.07,0.0007,0.699,0.29,1.97,0.17,0.33,289153,862000,106
1/1/2013,0,0,36.25,-120.25,Kings,15,2013,0,47.89,0.0005,0.778,0.22,1.52,0.26,0.34,44600,150337,108.2
1/1/2013,0,0,42,-123,Lake,16,2013,0,27.77,0.001,0.57,0.41,2.08,0.33,0.5,35612,63796,50.77
1/1/2013,0,0,40.75,-121,Lassen,17,2013,0,23.08,0.0007,0.757,0.21,1.82,0.33,0.51,12730,32129,7.08
1/1/2013,0,0,34.75,-119.25,Los Angeles,18,2013,0,52.82,0.0008,0.313,0.06,3.59,0.04,0.29,3473910,9992484,2462.49
1/1/2013,0,0,37.5,-120.25,Madera,19,2013,0,40.35,0.0011,0.286,0.71,1.62,0.37,0.32,49669,151370,70.83
1/1/2013,0,0,38,-124,Marin,20,2013,0,50.72,0.0008,0.012,0.15,5.81,0.03,0.45,111823,258409,496.64
1/1/2013,0,0,38,-120,Mariposa,21,2013,0,30.71,0.0014,0.371,0.61,1.91,0.41,0.33,10315,17809,12.29
1/1/2013,0,0,40,-124,Mendocino,22,2013,0,43.76,0.0009,0.005,0.72,2.6,0.29,0.49,40614,87054,24.83
1/1/2013,0,0,37.5,-121,Merced,23,2013,0,46.11,0.0008,0.676,0.31,1.54,0.31,0.35,84060,262026,135.42
1/1/2013,0,0,41.75,-121,Modoc,24,2013,0,19.01,0.001,0.879,0.11,2.21,0.32,0.52,5225,9145,2.33
1/1/2013,0,0,38.5,-119.75,Mono,25,2013,0,19.5,0.0009,0.669,0.28,1.91,0.34,0.36,13980,14067,4.61
1/1/2013,0,0,36.75,-124,Monterey,26,2013,0,52.27,0.001,0.059,0.09,5.7,0.05,0.51,139733,426712,130.07
1/1/2013,0,0,38.5,-122.5,Napa,27,2013,0,45.12,0.0006,0.033,0.97,1.68,0.34,0.39,55110,139580,186.51
1/1/2013,0,0,39.5,-121.25,Nevada,28,2013,0,32.8,0.0011,0.081,0.89,2.25,0.43,0.42,52940,97938,102.26
1/1/2013,0,0,33.75,-118,Orange,29,2013,0,54.49,0.0006,0.528,0.09,2.44,0.09,0.3,1061560,3104950,3927.48
1/1/2013,0,0,39.25,-121.25,Placer,30,2013,0,38.54,0.001,0.205,0.78,2.14,0.39,0.39,156172,365398,259.7
1/1/2013,0,0,40.5,-121.5,Plumas,31,2013,0,24.64,0.0011,0.156,0.82,2.2,0.45,0.46,15666,18895,7.46
1/1/2013,0,0,34,-117.5,Riverside,32,2013,0,47.55,0.0009,0.818,0.18,1.95,0.15,0.31,813435,2286755,317.32
1/1/2013,0,0,38.75,-121.5,Sacramento,33,2013,0,44.18,0.0007,0.489,0.5,1.62,0.34,0.38,559945,1457341,1510.76
1/1/2013,0,0,37,-121.5,San Benito,34,2013,0,45.53,0.0009,0.411,0.57,1.68,0.34,0.37,17979,57239,41.22
1/1/2013,0,0,36.25,-117.75,San Bernardino,35,2013,0,45.43,0.0005,0.914,0.06,2.09,0.04,0.27,704913,2082738,103.84
1/1/2013,0,0,33.25,-117.75,San Diego,36,2013,0,51.35,0.001,0.631,0.16,2.24,0.12,0.31,1179403,3209768,763.03
1/1/2013,0,0,38.25,-121.5,San Joaquin,37,2013,0,44.67,0.0009,0.508,0.47,1.61,0.33,0.35,236448,702046,504.59
1/1/2013,0,0,36,-124,San Luis Obispo,38,2013,0,53.14,0.0009,0.073,0.1,5.72,0.06,0.46,118512,275696,83.58
1/1/2013,0,0,37.75,-124,San Mateo,39,2013,0,51.81,0.0009,0.013,0.04,5.77,0.05,0.49,272698,748661,1669.59
1/1/2013,0,0,35,-123.75,Santa Barbara,40,2013,0,54.4,0.0012,0.013,0.06,6.15,0.03,0.4,153977,434601,158.9
1/1/2013,0,0,37.5,-122,Santa Clara,41,2013,0,45.49,0.0009,0.335,0.64,1.7,0.35,0.36,643833,1866425,1446.73
1/1/2013,0,0,37,-124,Santa Cruz,42,2013,0,51.81,0.001,0.018,0.06,5.23,0.04,0.45,104975,268816,603.85
1/1/2013,0,0,41.25,-122.5,Shasta,43,2013,0,33.87,0.0009,0.222,0.77,2.41,0.44,0.41,77761,178397,47.25
1/1/2013,0,0,39.75,-121,Sierra,44,2013,0,30.31,0.0015,0.033,0.97,2.74,0.46,0.43,2342,3028,3.18
1/1/2013,0,0,42,-123.75,Siskiyou,45,2013,0,30.3,0.0014,0.306,0.68,1.94,0.39,0.47,24080,43532,6.93
1/1/2013,0,0,38.25,-122,Solano,46,2013,0,45.41,0.0007,0.417,0.56,1.76,0.34,0.42,154210,423659,515.55
1/1/2013,0,0,38.75,-124,Sonoma,47,2013,0,49.24,0.0009,0.024,0.19,5.16,0.09,0.46,206148,494073,313.53
1/1/2013,0,0,37.75,-121.25,Stanislaus,48,2013,0,45.66,0.0008,0.545,0.44,1.61,0.32,0.34,180054,523451,350.17
1/1/2013,0,0,39.25,-121.75,Sutter,49,2013,0,44.16,0.0006,0.54,0.46,1.75,0.33,0.39,34044,94507,156.88
1/1/2013,0,0,40.25,-122.75,Tehama,50,2013,0,42.83,0.0007,0.297,0.67,2,0.38,0.4,27180,62875,21.32
1/1/2013,0,0,41.25,-123.5,Trinity,51,2013,0,36.36,0.0012,0.02,0.98,1.7,0.46,0.47,8764,13427,4.22
1/1/2013,0,0,36.75,-119.5,Tulare,52,2013,0,40.08,0.0012,0.378,0.61,1.42,0.33,0.36,144606,452460,93.79
1/1/2013,0,0,38.25,-120.5,Tuolumne,53,2013,0,38.34,0.0012,0.233,0.74,2.01,0.41,0.33,31332,53997,24.31
1/1/2013,0,0,34.5,-120,Ventura,54,2013,0,53.65,0.001,0.161,0.08,4.33,0.06,0.31,283532,838136,454.74
1/1/2013,0,0,38.75,-122.25,Yolo,55,2013,0,45.18,0.0007,0.379,0.61,1.72,0.32,0.38,75904,206292,203.31
1/1/2013,0,0,39.5,-121.5,Yuba,56,2013,0,43.03,0.0008,0.362,0.64,2.09,0.38,0.39,27856,73090,115.68
2/1/2013,1,1,37.75,-122.25,Alameda,1,2013,0,49.08,0.0004,0.596,0.18,1.96,0.23,0.35,589352,1579593,2137.42
2/1/2013,1,1,38.5,-120.75,Amador,2,2013,0,43.47,0.0008,0.002,1,2.32,0.35,0.3,18241,36620,61.59
2/1/2013,1,1,40,-121.75,Butte,3,2013,0,45.61,0.0008,0.176,0.82,2.5,0.3,0.34,96989,221641,135.44
2/1/2013,1,1,38.5,-120.75,Calaveras,4,2013,0,39.87,0.0008,0.078,0.92,2.13,0.36,0.3,28024,44655,43.78
2/1/2013,1,1,39.25,-122.25,Colusa,5,2013,0,52.32,0.0002,0.392,0.57,2.53,0.18,0.3,7892,21250,18.47
2/1/2013,1,1,38,-122.25,Contra Costa,6,2013,0,49.76,0.0003,0.579,0.31,2.1,0.23,0.36,404915,1093401,1527.22
2/1/2013,1,1,41.75,-124,Del Norte,7,2013,0,42.82,0.0026,0.001,1,3.46,0.21,0.52,11323,27816,27.64
2/1/2013,1,1,39,-121,El Dorado,8,2013,0,36.65,0.0008,0.114,0.86,2.21,0.39,0.33,88683,181481,106.26
2/1/2013,1,1,37.25,-120.75,Fresno,9,2013,0,46.92,0.0007,0.44,0.56,1.68,0.28,0.26,321458,951514,159.7
2/1/2013,1,1,39.75,-122.5,Glenn,10,2013,0,50.85,0.0003,0.636,0.36,2.53,0.22,0.32,10893,27809,21.16
2/1/2013,1,1,42,-124,Humboldt,11,2013,0,32.42,0.0007,0.688,0.3,2.04,0.26,0.55,62181,134403,37.67
2/1/2013,1,1,33.5,-116,Imperial,12,2013,0,58.76,0.0001,0.964,0.01,2.16,0.02,0.22,56665,176438,42.24
2/1/2013,1,1,38,-118.75,Inyo,13,2013,1,34.66,0.0003,0.864,0.09,1.55,0.17,0.26,9497,18357,1.8
2/1/2013,1,1,36,-120,Kern,14,2013,0,46.57,0.0005,0.699,0.29,1.95,0.14,0.26,289153,862000,106
2/1/2013,1,1,36.25,-120.25,Kings,15,2013,0,52.43,0.0003,0.778,0.22,1.67,0.2,0.23,44600,150337,108.2
2/1/2013,1,1,42,-123,Lake,16,2013,0,33.77,0.0005,0.57,0.41,2.16,0.3,0.49,35612,63796,50.77
2/1/2013,1,1,40.75,-121,Lassen,17,2013,0,31.69,0.0004,0.757,0.21,2,0.3,0.41,12730,32129,7.08
2/1/2013,1,1,34.75,-119.25,Los Angeles,18,2013,0,53.28,0.0004,0.313,0.06,3.45,0.04,0.29,3473910,9992484,2462.49
2/1/2013,1,1,37.5,-120.25,Madera,19,2013,0,43.28,0.0007,0.286,0.71,1.63,0.32,0.26,49669,151370,70.83
2/1/2013,1,1,38,-124,Marin,20,2013,0,50.18,0.0004,0.012,0.15,6.68,0.02,0.38,111823,258409,496.64
2/1/2013,1,1,38,-120,Mariposa,21,2013,0,32.37,0.0009,0.371,0.61,1.79,0.39,0.28,10315,17809,12.29
2/1/2013,1,1,40,-124,Mendocino,22,2013,0,45.55,0.0008,0.005,0.72,2.98,0.24,0.38,40614,87054,24.83
2/1/2013,1,1,37.5,-121,Merced,23,2013,0,49.97,0.0004,0.676,0.31,1.83,0.22,0.27,84060,262026,135.42
2/1/2013,1,1,41.75,-121,Modoc,24,2013,0,28.33,0.0006,0.879,0.11,2.23,0.32,0.52,5225,9145,2.33
2/1/2013,1,1,38.5,-119.75,Mono,25,2013,0,23.49,0.0004,0.669,0.28,1.88,0.34,0.31,13980,14067,4.61
2/1/2013,1,1,36.75,-124,Monterey,26,2013,0,51.23,0.0004,0.059,0.09,6.78,0.04,0.43,139733,426712,130.07
2/1/2013,1,1,38.5,-122.5,Napa,27,2013,0,50.04,0.0003,0.033,0.97,1.89,0.24,0.34,55110,139580,186.51
2/1/2013,1,1,39.5,-121.25,Nevada,28,2013,0,36.44,0.0008,0.081,0.89,2.24,0.4,0.34,52940,97938,102.26
2/1/2013,1,1,33.75,-118,Orange,29,2013,0,54.96,0.0006,0.528,0.09,2.48,0.09,0.33,1061560,3104950,3927.48
2/1/2013,1,1,39.25,-121.25,Placer,30,2013,0,42.19,0.0008,0.205,0.78,2.24,0.35,0.32,156172,365398,259.7
2/1/2013,1,1,40.5,-121.5,Plumas,31,2013,0,31.54,0.0009,0.156,0.82,2.11,0.44,0.38,15666,18895,7.46
2/1/2013,1,1,34,-117.5,Riverside,32,2013,0,49.63,0.0009,0.818,0.18,1.93,0.15,0.28,813435,2286755,317.32
2/1/2013,1,1,38.75,-121.5,Sacramento,33,2013,0,49.66,0.0004,0.489,0.5,2.13,0.25,0.31,559945,1457341,1510.76
2/1/2013,1,1,37,-121.5,San Benito,34,2013,0,48.23,0.0004,0.411,0.57,1.65,0.27,0.34,17979,57239,41.22
2/1/2013,1,1,36.25,-117.75,San Bernardino,35,2013,0,50.04,0.0002,0.914,0.06,2.34,0.03,0.23,704913,2082738,103.84
2/1/2013,1,1,33.25,-117.75,San Diego,36,2013,0,52.5,0.0009,0.631,0.16,2.27,0.13,0.35,1179403,3209768,763.03
2/1/2013,1,1,38.25,-121.5,San Joaquin,37,2013,0,49.02,0.0004,0.508,0.47,1.97,0.25,0.3,236448,702046,504.59
2/1/2013,1,1,36,-124,San Luis Obispo,38,2013,0,52.42,0.0004,0.073,0.1,6.76,0.05,0.39,118512,275696,83.58
2/1/2013,1,1,37.75,-124,San Mateo,39,2013,0,50.73,0.0004,0.013,0.04,6.78,0.04,0.41,272698,748661,1669.59
2/1/2013,1,1,35,-123.75,Santa Barbara,40,2013,0,53.3,0.0004,0.013,0.06,7.32,0.02,0.37,153977,434601,158.9
2/1/2013,1,1,37.5,-122,Santa Clara,41,2013,0,48.36,0.0004,0.335,0.64,1.79,0.27,0.32,643833,1866425,1446.73
2/1/2013,1,1,37,-124,Santa Cruz,42,2013,0,50.94,0.0005,0.018,0.06,6.05,0.03,0.38,104975,268816,603.85
2/1/2013,1,1,41.25,-122.5,Shasta,43,2013,0,40.57,0.0009,0.222,0.77,2.37,0.38,0.41,77761,178397,47.25
2/1/2013,1,1,39.75,-121,Sierra,44,2013,0,35.47,0.0011,0.033,0.97,2.38,0.43,0.36,2342,3028,3.18
2/1/2013,1,1,42,-123.75,Siskiyou,45,2013,0,36.1,0.0012,0.306,0.68,1.94,0.35,0.51,24080,43532,6.93
2/1/2013,1,1,38.25,-122,Solano,46,2013,0,50.54,0.0003,0.417,0.56,2.2,0.23,0.36,154210,423659,515.55
2/1/2013,1,1,38.75,-124,Sonoma,47,2013,0,49.47,0.0004,0.024,0.19,6.24,0.07,0.36,206148,494073,313.53
2/1/2013,1,1,37.75,-121.25,Stanislaus,48,2013,0,49.64,0.0004,0.545,0.44,1.96,0.23,0.28,180054,523451,350.17
2/1/2013,1,1,39.25,-121.75,Sutter,49,2013,0,51.48,0.0003,0.54,0.46,2.48,0.22,0.29,34044,94507,156.88
2/1/2013,1,1,40.25,-122.75,Tehama,50,2013,0,47.8,0.0005,0.297,0.67,2.29,0.29,0.35,27180,62875,21.32
2/1/2013,1,1,41.25,-123.5,Trinity,51,2013,0,39.95,0.0007,0.02,0.98,1.64,0.41,0.45,8764,13427,4.22
2/1/2013,1,1,36.75,-119.5,Tulare,52,2013,0,42.66,0.001,0.378,0.61,1.4,0.31,0.32,144606,452460,93.79
2/1/2013,1,1,38.25,-120.5,Tuolumne,53,2013,0,40.03,0.001,0.233,0.74,2.01,0.38,0.28,31332,53997,24.31
2/1/2013,1,1,34.5,-120,Ventura,54,2013,0,53.37,0.0003,0.161,0.08,4.59,0.05,0.27,283532,838136,454.74
2/1/2013,1,1,38.75,-122.25,Yolo,55,2013,0,51.54,0.0002,0.379,0.61,2.28,0.19,0.3,75904,206292,203.31
2/1/2013,1,1,39.5,-121.5,Yuba,56,2013,0,48.62,0.0007,0.362,0.64,2.36,0.31,0.31,27856,73090,115.68
3/1/2013,2,2,37.75,-122.25,Alameda,1,2013,0,54.76,0.0009,0.596,0.18,2.08,0.17,0.6,589352,1579593,2137.42
3/1/2013,2,2,38.5,-120.75,Amador,2,2013,0,51.59,0.0021,0.002,1,2.37,0.33,0.55,18241,36620,61.59
3/1/2013,2,2,40,-121.75,Butte,3,2013,0,53.51,0.0029,0.176,0.82,2.53,0.28,0.57,96989,221641,135.44
3/1/2013,2,2,38.5,-120.75,Calaveras,4,2013,0,48.79,0.0018,0.078,0.92,2.25,0.32,0.55,28024,44655,43.78
3/1/2013,2,2,39.25,-122.25,Colusa,5,2013,0,60.16,0.0011,0.392,0.57,2.35,0.17,0.57,7892,21250,18.47
3/1/2013,2,2,38,-122.25,Contra Costa,6,2013,0,56.43,0.0008,0.579,0.31,2.32,0.17,0.59,404915,1093401,1527.22
3/1/2013,2,2,41.75,-124,Del Norte,7,2013,0,45.89,0.0044,0.001,1,2.93,0.22,0.68,11323,27816,27.64
3/1/2013,2,2,39,-121,El Dorado,8,2013,0,43.95,0.0024,0.114,0.86,2.22,0.4,0.57,88683,181481,106.26
3/1/2013,2,2,37.25,-120.75,Fresno,9,2013,0,56.71,0.0009,0.44,0.56,1.9,0.25,0.45,321458,951514,159.7
3/1/2013,2,2,39.75,-122.5,Glenn,10,2013,0,59.38,0.0012,0.636,0.36,2.54,0.18,0.56,10893,27809,21.16
3/1/2013,2,2,42,-124,Humboldt,11,2013,0,44.07,0.0013,0.688,0.3,2.28,0.21,0.59,62181,134403,37.67
3/1/2013,2,2,33.5,-116,Imperial,12,2013,0,70.29,0.0002,0.964,0.01,2.2,0.01,0.35,56665,176438,42.24
3/1/2013,2,2,38,-118.75,Inyo,13,2013,0,46.24,0.0005,0.864,0.09,1.64,0.13,0.43,9497,18357,1.8
3/1/2013,2,2,36,-120,Kern,14,2013,0,55.78,0.0006,0.699,0.29,2.21,0.13,0.4,289153,862000,106
3/1/2013,2,2,36.25,-120.25,Kings,15,2013,0,62.07,0.0007,0.778,0.22,1.94,0.19,0.43,44600,150337,108.2
3/1/2013,2,2,42,-123,Lake,16,2013,0,43.07,0.0012,0.57,0.41,2.25,0.31,0.61,35612,63796,50.77
3/1/2013,2,2,40.75,-121,Lassen,17,2013,0,42.58,0.0009,0.757,0.21,2.3,0.25,0.59,12730,32129,7.08
3/1/2013,2,2,34.75,-119.25,Los Angeles,18,2013,0,57.45,0.0004,0.313,0.06,3.15,0.03,0.47,3473910,9992484,2462.49
3/1/2013,2,2,37.5,-120.25,Madera,19,2013,0,53.74,0.001,0.286,0.71,1.88,0.27,0.47,49669,151370,70.83
3/1/2013,2,2,38,-124,Marin,20,2013,0,51.03,0.0014,0.012,0.15,6.55,0.02,0.66,111823,258409,496.64
3/1/2013,2,2,38,-120,Mariposa,21,2013,0,40.63,0.0018,0.371,0.61,1.85,0.38,0.51,10315,17809,12.29
3/1/2013,2,2,40,-124,Mendocino,22,2013,0,48.92,0.0026,0.005,0.72,3.09,0.25,0.62,40614,87054,24.83
3/1/2013,2,2,37.5,-121,Merced,23,2013,0,60.19,0.0005,0.676,0.31,2.16,0.15,0.48,84060,262026,135.42
3/1/2013,2,2,41.75,-121,Modoc,24,2013,0,39.67,0.0007,0.879,0.11,2.48,0.27,0.6,5225,9145,2.33
3/1/2013,2,2,38.5,-119.75,Mono,25,2013,0,33.69,0.001,0.669,0.28,1.94,0.35,0.51,13980,14067,4.61
3/1/2013,2,2,36.75,-124,Monterey,26,2013,0,52.78,0.0008,0.059,0.09,6.42,0.04,0.63,139733,426712,130.07
3/1/2013,2,2,38.5,-122.5,Napa,27,2013,0,55.49,0.0013,0.033,0.97,1.86,0.22,0.61,55110,139580,186.51
3/1/2013,2,2,39.5,-121.25,Nevada,28,2013,0,43.9,0.0024,0.081,0.89,2.28,0.42,0.59,52940,97938,102.26
3/1/2013,2,2,33.75,-118,Orange,29,2013,0,58.36,0.0006,0.528,0.09,2.27,0.08,0.5,1061560,3104950,3927.48
3/1/2013,2,2,39.25,-121.25,Placer,30,2013,0,50.04,0.0023,0.205,0.78,2.23,0.33,0.57,156172,365398,259.7
3/1/2013,2,2,40.5,-121.5,Plumas,31,2013,0,39.45,0.0026,0.156,0.82,2.1,0.46,0.61,15666,18895,7.46
3/1/2013,2,2,34,-117.5,Riverside,32,2013,0,59.22,0.0005,0.818,0.18,1.95,0.11,0.41,813435,2286755,317.32
3/1/2013,2,2,38.75,-121.5,Sacramento,33,2013,0,58.69,0.0011,0.489,0.5,2.2,0.19,0.56,559945,1457341,1510.76
3/1/2013,2,2,37,-121.5,San Benito,34,2013,0,54.67,0.0006,0.411,0.57,1.75,0.21,0.55,17979,57239,41.22
3/1/2013,2,2,36.25,-117.75,San Bernardino,35,2013,0,61.4,0.0002,0.914,0.06,2.5,0.03,0.36,704913,2082738,103.84
3/1/2013,2,2,33.25,-117.75,San Diego,36,2013,0,59.03,0.0007,0.631,0.16,2.19,0.1,0.47,1179403,3209768,763.03
3/1/2013,2,2,38.25,-121.5,San Joaquin,37,2013,0,58.15,0.0008,0.508,0.47,2.15,0.17,0.55,236448,702046,504.59
3/1/2013,2,2,36,-124,San Luis Obispo,38,2013,0,54.17,0.0006,0.073,0.1,6.39,0.04,0.57,118512,275696,83.58
3/1/2013,2,2,37.75,-124,San Mateo,39,2013,0,51.62,0.0011,0.013,0.04,6.59,0.04,0.67,272698,748661,1669.59
3/1/2013,2,2,35,-123.75,Santa Barbara,40,2013,0,54.81,0.0005,0.013,0.06,6.78,0.02,0.54,153977,434601,158.9
3/1/2013,2,2,37.5,-122,Santa Clara,41,2013,0,54.52,0.001,0.335,0.64,1.83,0.23,0.56,643833,1866425,1446.73
3/1/2013,2,2,37,-124,Santa Cruz,42,2013,0,51.95,0.001,0.018,0.06,5.89,0.03,0.63,104975,268816,603.85
3/1/2013,2,2,41.25,-122.5,Shasta,43,2013,0,47.69,0.0023,0.222,0.77,2.33,0.35,0.6,77761,178397,47.25
3/1/2013,2,2,39.75,-121,Sierra,44,2013,0,42.19,0.0034,0.033,0.97,2.28,0.45,0.6,2342,3028,3.18
3/1/2013,2,2,42,-123.75,Siskiyou,45,2013,0,42.83,0.0022,0.306,0.68,2.04,0.31,0.66,24080,43532,6.93
3/1/2013,2,2,38.25,-122,Solano,46,2013,0,57.53,0.001,0.417,0.56,2.33,0.17,0.6,154210,423659,515.55
3/1/2013,2,2,38.75,-124,Sonoma,47,2013,0,50.92,0.0018,0.024,0.19,6.25,0.07,0.65,206148,494073,313.53
3/1/2013,2,2,37.75,-121.25,Stanislaus,48,2013,0,59.71,0.0005,0.545,0.44,2.26,0.16,0.51,180054,523451,350.17
3/1/2013,2,2,39.25,-121.75,Sutter,49,2013,0,60.84,0.0012,0.54,0.46,2.43,0.18,0.55,34044,94507,156.88
3/1/2013,2,2,40.25,-122.75,Tehama,50,2013,0,54.66,0.0016,0.297,0.67,2.33,0.25,0.57,27180,62875,21.32
3/1/2013,2,2,41.25,-123.5,Trinity,51,2013,0,45.44,0.0027,0.02,0.98,1.75,0.4,0.64,8764,13427,4.22
3/1/2013,2,2,36.75,-119.5,Tulare,52,2013,0,51.97,0.0009,0.378,0.61,1.51,0.29,0.42,144606,452460,93.79
3/1/2013,2,2,38.25,-120.5,Tuolumne,53,2013,0,48.79,0.0017,0.233,0.74,2.14,0.33,0.51,31332,53997,24.31
3/1/2013,2,2,34.5,-120,Ventura,54,2013,0,56.23,0.0005,0.161,0.08,4.06,0.05,0.48,283532,838136,454.74
3/1/2013,2,2,38.75,-122.25,Yolo,55,2013,0,58.81,0.0012,0.379,0.61,2.17,0.18,0.57,75904,206292,203.31
3/1/2013,2,2,39.5,-121.5,Yuba,56,2013,0,57.09,0.002,0.362,0.64,2.34,0.27,0.56,27856,73090,115.68
4/1/2013,3,3,37.75,-122.25,Alameda,1,2013,0,59.57,0.0004,0.596,0.18,2.69,0.15,0.33,589352,1579593,2137.42
4/1/2013,3,3,38.5,-120.75,Amador,2,2013,0,56.75,0.0015,0.002,1,2.6,0.34,0.32,18241,36620,61.59
4/1/2013,3,3,40,-121.75,Butte,3,2013,0,60.03,0.0012,0.176,0.82,2.98,0.27,0.36,96989,221641,135.44
4/1/2013,3,3,38.5,-120.75,Calaveras,4,2013,0,53.94,0.0013,0.078,0.92,2.59,0.32,0.31,28024,44655,43.78
4/1/2013,3,3,39.25,-122.25,Colusa,5,2013,0,67.89,0.0006,0.392,0.57,3.36,0.17,0.32,7892,21250,18.47
4/1/2013,3,3,38,-122.25,Contra Costa,6,2013,0,62.25,0.0005,0.579,0.31,3.09,0.16,0.31,404915,1093401,1527.22
4/1/2013,3,3,41.75,-124,Del Norte,7,2013,0,49.7,0.003,0.001,1,3.91,0.2,0.5,11323,27816,27.64
4/1/2013,3,3,39,-121,El Dorado,8,2013,0,48.66,0.0015,0.114,0.86,2.5,0.4,0.35,88683,181481,106.26
4/1/2013,3,3,37.25,-120.75,Fresno,9,2013,0,62.35,0.0005,0.44,0.56,2.44,0.23,0.23,321458,951514,159.7
4/1/2013,3,3,39.75,-122.5,Glenn,10,2013,0,67.47,0.0006,0.636,0.36,3.48,0.17,0.33,10893,27809,21.16
4/1/2013,3,3,42,-124,Humboldt,11,2013,0,49.14,0.0011,0.688,0.3,2.98,0.14,0.45,62181,134403,37.67
4/1/2013,3,3,33.5,-116,Imperial,12,2013,0,73.89,0,0.964,0.01,2.72,0,0.13,56665,176438,42.24
4/1/2013,3,3,38,-118.75,Inyo,13,2013,0,51.88,0.0003,0.864,0.09,1.88,0.1,0.23,9497,18357,1.8
4/1/2013,3,3,36,-120,Kern,14,2013,0,61.08,0.0002,0.699,0.29,2.62,0.09,0.21,289153,862000,106
4/1/2013,3,3,36.25,-120.25,Kings,15,2013,0,68.54,0.0001,0.778,0.22,2.47,0.17,0.2,44600,150337,108.2
4/1/2013,3,3,42,-123,Lake,16,2013,0,49.4,0.0009,0.57,0.41,2.95,0.23,0.43,35612,63796,50.77
4/1/2013,3,3,40.75,-121,Lassen,17,2013,0,47.9,0.0008,0.757,0.21,2.89,0.2,0.43,12730,32129,7.08
4/1/2013,3,3,34.75,-119.25,Los Angeles,18,2013,0,59.63,0.0001,0.313,0.06,3.91,0.03,0.34,3473910,9992484,2462.49
4/1/2013,3,3,37.5,-120.25,Madera,19,2013,1,59.37,0.0006,0.286,0.71,2.39,0.25,0.24,49669,151370,70.83
4/1/2013,3,3,38,-124,Marin,20,2013,0,52.6,0.0005,0.012,0.15,7.77,0.02,0.38,111823,258409,496.64
4/1/2013,3,3,38,-120,Mariposa,21,2013,0,44.57,0.001,0.371,0.61,2.1,0.4,0.29,10315,17809,12.29
4/1/2013,3,3,40,-124,Mendocino,22,2013,0,53.41,0.0011,0.005,0.72,3.83,0.24,0.4,40614,87054,24.83
4/1/2013,3,3,37.5,-121,Merced,23,2013,0,65.89,0.0003,0.676,0.31,2.94,0.15,0.24,84060,262026,135.42
4/1/2013,3,3,41.75,-121,Modoc,24,2013,0,44.9,0.0011,0.879,0.11,3.15,0.19,0.46,5225,9145,2.33
4/1/2013,3,3,38.5,-119.75,Mono,25,2013,0,38.21,0.0006,0.669,0.28,2.16,0.32,0.3,13980,14067,4.61
4/1/2013,3,3,36.75,-124,Monterey,26,2013,0,54.66,0.0002,0.059,0.09,7.32,0.03,0.41,139733,426712,130.07
4/1/2013,3,3,38.5,-122.5,Napa,27,2013,1,62.39,0.0005,0.033,0.97,2.54,0.2,0.32,55110,139580,186.51
4/1/2013,3,3,39.5,-121.25,Nevada,28,2013,0,49.64,0.0015,0.081,0.89,2.62,0.4,0.37,52940,97938,102.26
4/1/2013,3,3,33.75,-118,Orange,29,2013,0,60.49,0.0002,0.528,0.09,2.93,0.07,0.39,1061560,3104950,3927.48
4/1/2013,3,3,39.25,-121.25,Placer,30,2013,0,55.98,0.0014,0.205,0.78,2.59,0.32,0.35,156172,365398,259.7
