time,latitude,longitude,county,year,count,2m_temperature,total_precipitation,low_vegetation_cover,high_vegetation_cover,10m_wind_speed,volumetric_soil_water_layer_1,total_cloud_cover,housingdensity,population,populationdensity
2013-08-01,33.765957446808514,-121.26063829787235,Santa Barbara,2013,0,62.09,0.0001,0.013,0.06,6.93,0.01,0.67,153977,434601,158.8988256
2013-08-01,37.25,-121.7,Santa Clara,2013,0,67.50,0.0001,0.335,0.64,1.79,0.16,0.17,643833,1866425,1446.728936
2013-08-01,36.6875,-122.72916666666667,Santa Cruz,2013,0,60.37,0.0002,0.018,0.06,5.20,0.02,0.67,104975,268816,603.8502145
2013-08-01,40.794117647058826,-121.79411764705883,Shasta,2013,2,71.29,0.0003,0.222,0.77,1.97,0.25,0.19,77761,178397,47.25247656
2013-08-01,39.583333333333336,-120.83333333333333,Sierra,2013,0,65.49,0.0003,0.033,0.97,2.15,0.27,0.15,2342,3028,3.176634739
2013-08-01,41.58571428571429,-122.30714285714286,Siskiyou,2013,1,66.88,0.0006,0.306,0.68,1.83,0.21,0.24,24080,43532,6.934187974
2013-08-01,38.25,-121.875,Solano,2013,0,70.03,0.0000,0.417,0.56,3.33,0.13,0.17,154210,423659,515.5507691
2013-08-01,38.3,-123.47,Sonoma,2013,0,60.15,0.0002,0.024,0.19,5.09,0.04,0.57,206148,494073,313.5279373
2013-08-01,37.541666666666664,-121,Stanislaus,2013,0,75.92,0.0000,0.545,0.44,2.59,0.12,0.08,180054,523451,350.1742673
2013-08-01,39.125,-121.75,Sutter,2013,0,79.46,0.0000,0.540,0.46,2.46,0.09,0.11,34044,94507,156.8815259
2013-08-01,40.05,-122.425,Tehama,2013,1,77.70,0.0001,0.297,0.67,2.03,0.16,0.15,27180,62875,21.31565476
2013-08-01,40.666666666666664,-123.04166666666667,Trinity,2013,0,68.13,0.0005,0.020,0.98,1.61,0.29,0.21,8764,13427,4.223323111
2013-08-01,36.21875,-119.015625,Tulare,2013,1,75.37,0.0005,0.378,0.61,1.68,0.15,0.11,144606,452460,93.78944946
2013-08-01,37.95,-120.2,Tuolumne,2013,2,70.67,0.0001,0.233,0.74,2.30,0.16,0.10,31332,53997,24.31333525
2013-08-01,33.76315789473684,-119.38157894736842,Ventura,2013,0,64.99,0.0001,0.161,0.08,4.47,0.04,0.34,283532,838136,454.7351516
2013-08-01,38.65,-121.95,Yolo,2013,0,75.00,0.0000,0.379,0.61,2.27,0.09,0.11,75904,206292,203.305443
2013-08-01,39.25,-121.41666666666667,Yuba,2013,0,76.28,0.0000,0.362,0.64,2.28,0.16,0.12,27856,73090,115.6780198
2013-09-01,37.666666666666664,-122,Alameda,2013,0,66.05,0.0004,0.596,0.18,2.47,0.11,0.24,589352,1579593,2137.415767
2013-09-01,38.5,-120.625,Amador,2013,0,65.78,0.0008,0.002,1.00,2.27,0.21,0.14,18241,36620,61.58969357
2013-09-01,39.75,-121.57142857142857,Butte,2013,0,68.01,0.0013,0.176,0.82,2.61,0.22,0.22,96989,221641,135.4393019
2013-09-01,38.25,-120.42857142857143,Calaveras,2013,0,64.02,0.0008,0.078,0.92,2.31,0.19,0.14,28024,44655,43.77898256
2013-09-01,39.125,-122.125,Colusa,2013,0,74.61,0.0003,0.392,0.57,2.56,0.08,0.15,7892,21250,18.46653863
2013-09-01,37.95,-121.9,Contra Costa,2013,1,68.13,0.0003,0.579,0.31,3.00,0.12,0.20,404915,1093401,1527.224348
2013-09-01,41.625,-124,Del Norte,2013,0,58.76,0.0055,0.001,1.00,2.94,0.14,0.41,11323,27816,27.63993362
2013-09-01,38.82142857142857,-120.42857142857143,El Dorado,2013,0,60.58,0.0009,0.114,0.86,2.38,0.25,0.19,88683,181481,106.2609785
2013-09-01,36.65,-119.8625,Fresno,2013,0,71.98,0.0002,0.440,0.56,2.21,0.13,0.09,321458,951514,159.7038599
2013-09-01,39.6,-122.2,Glenn,2013,0,74.96,0.0002,0.636,0.36,2.77,0.12,0.17,10893,27809,21.16442787
2013-09-01,41.185483870967744,-119.62096774193549,Humboldt,2013,0,61.80,0.0017,0.688,0.30,2.47,0.11,0.35,62181,134403,37.66921339
2013-09-01,33.25,-116,Imperial,2013,0,85.52,0.0001,0.964,0.01,2.06,0.01,0.10,56665,176438,42.24440933
2013-09-01,37.04838709677419,-118.10483870967742,Inyo,2013,0,64.03,0.0004,0.864,0.09,1.76,0.06,0.20,9497,18357,1.803087555
2013-09-01,35.351063829787236,-118.68085106382979,Kern,2013,0,71.72,0.0001,0.699,0.29,2.17,0.07,0.12,289153,862000,106.0021569
2013-09-01,36.041666666666664,-119.95833333333333,Kings,2013,0,76.45,0.0000,0.778,0.22,2.21,0.11,0.07,44600,150337,108.2012638
2013-09-01,40.75,-120.95454545454545,Lake,2013,1,61.78,0.0012,0.570,0.41,2.77,0.13,0.30,35612,63796,50.77439791
2013-09-01,40.52777777777778,-120.36111111111111,Lassen,2013,0,60.70,0.0008,0.757,0.21,2.57,0.13,0.31,12730,32129,7.075033361
2013-09-01,33.76428571428571,-118.48571428571428,Los Angeles,2013,1,69.31,0.0001,0.313,0.06,3.40,0.02,0.19,3473910,9992484,2462.488787
2013-09-01,37.21875,-119.8125,Madera,2013,0,69.53,0.0004,0.286,0.71,2.20,0.14,0.10,49669,151370,70.83062324
2013-09-01,37.666666666666664,-123.25,Marin,2013,0,61.16,0.0003,0.012,0.15,6.05,0.01,0.42,111823,258409,496.6443082
2013-09-01,37.791666666666664,-119.75,Mariposa,2013,0,58.07,0.0008,0.371,0.61,2.12,0.22,0.16,10315,17809,12.29207217
2013-09-01,39.48809523809524,-123.51190476190476,Mendocino,2013,1,62.23,0.0016,0.005,0.72,2.95,0.16,0.30,40614,87054,24.82759801
2013-09-01,37.13636363636363,-120.6590909090909,Merced,2013,0,72.72,0.0001,0.676,0.31,2.48,0.09,0.08,84060,262026,135.416053
2013-09-01,41.31730769230769,-120.20192307692308,Modoc,2013,2,58.90,0.0012,0.879,0.11,2.92,0.12,0.35,5225,9145,2.334236058
2013-09-01,37.9375,-119.109375,Mono,2013,0,53.20,0.0006,0.669,0.28,2.36,0.17,0.21,13980,14067,4.613674081
2013-09-01,35.667808219178085,-122.76369863013699,Monterey,2013,0,63.47,0.0001,0.059,0.09,6.22,0.02,0.41,139733,426712,130.0717249
2013-09-01,38.416666666666664,-122.33333333333333,Napa,2013,0,68.91,0.0004,0.033,0.97,2.32,0.12,0.19,55110,139580,186.5145117
2013-09-01,39.3,-120.65,Nevada,2013,0,60.76,0.0013,0.081,0.89,2.49,0.28,0.22,52940,97938,102.2562828
2013-09-01,33.541666666666664,-117.79166666666667,Orange,2013,0,70.56,0.0001,0.528,0.09,2.35,0.05,0.21,1061560,3104950,3927.482702
2013-09-01,39,-120.875,Placer,2013,0,65.07,0.0013,0.205,0.78,2.37,0.23,0.18,156172,365398,259.6982253
2013-09-01,40.01923076923077,-120.88461538461539,Plumas,2013,0,57.73,0.0012,0.156,0.82,2.39,0.30,0.29,15666,18895,7.459416353
2013-09-01,33.705882352941174,-116.79411764705883,Riverside,2013,0,74.69,0.0004,0.818,0.18,1.77,0.10,0.15,813435,2286755,317.3197141
2013-09-01,38.5,-121.35,Sacramento,2013,0,71.22,0.0008,0.489,0.50,2.51,0.14,0.15,559945,1457341,1510.761528
2013-09-01,36.833333333333336,-121.33333333333333,San Benito,2013,0,64.66,0.0002,0.411,0.57,1.89,0.15,0.18,17979,57239,41.2173888
2013-09-01,34.99090909090909,-116.85454545454546,San Bernardino,2013,2,77.51,0.0003,0.914,0.06,2.29,0.02,0.17,704913,2082738,103.8413675
2013-09-01,33.104166666666664,-116.95833333333333,San Diego,2013,1,72.72,0.0002,0.631,0.16,2.22,0.07,0.19,1179403,3209768,763.0259852
2013-09-01,37.92857142857143,-121.25,San Joaquin,2013,0,69.98,0.0004,0.508,0.47,2.42,0.14,0.12,236448,702046,504.5898859
2013-09-01,34.70890410958904,-122.13356164383562,San Luis Obispo,2013,1,64.35,0.0001,0.073,0.10,6.76,0.02,0.37,118512,275696,83.58071401
2013-09-01,37.00961538461539,-123.23076923076923,San Mateo,2013,1,62.63,0.0003,0.013,0.04,6.01,0.02,0.46,272698,748661,1669.59033
2013-09-01,33.765957446808514,-121.26063829787235,Santa Barbara,2013,0,63.89,0.0000,0.013,0.06,7.59,0.01,0.36,153977,434601,158.8988256
2013-09-01,37.25,-121.7,Santa Clara,2013,0,65.81,0.0003,0.335,0.64,1.96,0.16,0.18,643833,1866425,1446.728936
2013-09-01,36.6875,-122.72916666666667,Santa Cruz,2013,0,61.84,0.0003,0.018,0.06,5.52,0.02,0.41,104975,268816,603.8502145
2013-09-01,40.794117647058826,-121.79411764705883,Shasta,2013,1,64.20,0.0017,0.222,0.77,2.43,0.27,0.28,77761,178397,47.25247656
2013-09-01,39.583333333333336,-120.83333333333333,Sierra,2013,0,58.77,0.0018,0.033,0.97,2.45,0.33,0.25,2342,3028,3.176634739
2013-09-01,41.58571428571429,-122.30714285714286,Siskiyou,2013,0,59.75,0.0024,0.306,0.68,2.19,0.23,0.33,24080,43532,6.934187974
2013-09-01,38.25,-121.875,Solano,2013,0,69.96,0.0003,0.417,0.56,2.98,0.12,0.18,154210,423659,515.5507691
2013-09-01,38.3,-123.47,Sonoma,2013,0,61.66,0.0005,0.024,0.19,5.61,0.04,0.36,206148,494073,313.5279373
2013-09-01,37.541666666666664,-121,Stanislaus,2013,0,72.15,0.0002,0.545,0.44,2.53,0.11,0.09,180054,523451,350.1742673
2013-09-01,39.125,-121.75,Sutter,2013,0,74.53,0.0004,0.540,0.46,2.77,0.11,0.16,34044,94507,156.8815259
2013-09-01,40.05,-122.425,Tehama,2013,0,70.95,0.0005,0.297,0.67,2.42,0.17,0.19,27180,62875,21.31565476
2013-09-01,40.666666666666664,-123.04166666666667,Trinity,2013,0,61.47,0.0015,0.020,0.98,1.77,0.31,0.28,8764,13427,4.223323111
2013-09-01,36.21875,-119.015625,Tulare,2013,1,69.50,0.0002,0.378,0.61,1.75,0.14,0.12,144606,452460,93.78944946
2013-09-01,37.95,-120.2,Tuolumne,2013,0,64.92,0.0007,0.233,0.74,2.29,0.19,0.13,31332,53997,24.31333525
2013-09-01,33.76315789473684,-119.38157894736842,Ventura,2013,0,66.24,0.0000,0.161,0.08,4.77,0.03,0.19,283532,838136,454.7351516
2013-09-01,38.65,-121.95,Yolo,2013,0,72.33,0.0003,0.379,0.61,2.44,0.08,0.16,75904,206292,203.305443
2013-09-01,39.25,-121.41666666666667,Yuba,2013,0,70.49,0.0013,0.362,0.64,2.51,0.21,0.18,27856,73090,115.6780198
2013-10-01,37.666666666666664,-122,Alameda,2013,0,59.85,0.0000,0.596,0.18,1.91,0.09,0.23,589352,1579593,2137.415767
2013-10-01,38.5,-120.625,Amador,2013,0,55.61,0.0004,0.002,1.00,2.38,0.21,0.20,18241,36620,61.58969357
2013-10-01,39.75,-121.57142857142857,Butte,2013,1,57.34,0.0004,0.176,0.82,2.34,0.21,0.21,96989,221641,135.4393019
2013-10-01,38.25,-120.42857142857143,Calaveras,2013,0,52.90,0.0005,0.078,0.92,2.21,0.19,0.20,28024,44655,43.77898256
2013-10-01,39.125,-122.125,Colusa,2013,0,64.46,0.0000,0.392,0.57,2.42,0.09,0.17,7892,21250,18.46653863
2013-10-01,37.95,-121.9,Contra Costa,2013,0,60.82,0.0000,0.579,0.31,2.19,0.10,0.22,404915,1093401,1527.224348
2013-10-01,41.625,-124,Del Norte,2013,0,51.80,0.0001,0.001,1.00,2.75,0.17,0.20,11323,27816,27.63993362
2013-10-01,38.82142857142857,-120.42857142857143,El Dorado,2013,0,49.45,0.0007,0.114,0.86,2.24,0.24,0.24,88683,181481,106.2609785
2013-10-01,36.65,-119.8625,Fresno,2013,0,60.10,0.0003,0.440,0.56,1.77,0.14,0.16,321458,951514,159.7038599
2013-10-01,39.6,-122.2,Glenn,2013,0,63.80,0.0000,0.636,0.36,2.45,0.11,0.17,10893,27809,21.16442787
2013-10-01,41.185483870967744,-119.62096774193549,Humboldt,2013,0,47.55,0.0005,0.688,0.30,2.00,0.11,0.26,62181,134403,37.66921339
2013-10-01,33.25,-116,Imperial,2013,0,71.71,0.0000,0.964,0.01,2.10,0.00,0.10,56665,176438,42.24440933
2013-10-01,37.04838709677419,-118.10483870967742,Inyo,2013,0,49.22,0.0005,0.864,0.09,1.48,0.07,0.17,9497,18357,1.803087555
2013-10-01,35.351063829787236,-118.68085106382979,Kern,2013,0,59.54,0.0002,0.699,0.29,2.15,0.07,0.13,289153,862000,106.0021569
2013-10-01,36.041666666666664,-119.95833333333333,Kings,2013,0,64.98,0.0000,0.778,0.22,1.74,0.11,0.15,44600,150337,108.2012638
2013-10-01,40.75,-120.95454545454545,Lake,2013,0,49.02,0.0003,0.570,0.41,2.15,0.13,0.23,35612,63796,50.77439791
2013-10-01,40.52777777777778,-120.36111111111111,Lassen,2013,0,46.72,0.0007,0.757,0.21,2.14,0.13,0.26,12730,32129,7.075033361
2013-10-01,33.76428571428571,-118.48571428571428,Los Angeles,2013,0,63.33,0.0003,0.313,0.06,3.08,0.02,0.24,3473910,9992484,2462.488787
2013-10-01,37.21875,-119.8125,Madera,2013,0,56.66,0.0005,0.286,0.71,1.81,0.16,0.17,49669,151370,70.83062324
2013-10-01,37.666666666666664,-123.25,Marin,2013,0,56.23,0.0000,0.012,0.15,5.44,0.01,0.35,111823,258409,496.6443082
2013-10-01,37.791666666666664,-119.75,Mariposa,2013,0,45.51,0.0008,0.371,0.61,1.90,0.24,0.21,10315,17809,12.29207217
2013-10-01,39.48809523809524,-123.51190476190476,Mendocino,2013,0,55.05,0.0000,0.005,0.72,2.75,0.17,0.22,40614,87054,24.82759801
2013-10-01,37.13636363636363,-120.6590909090909,Merced,2013,0,62.45,0.0001,0.676,0.31,1.93,0.09,0.16,84060,262026,135.416053
2013-10-01,41.31730769230769,-120.20192307692308,Modoc,2013,0,44.27,0.0005,0.879,0.11,2.31,0.12,0.25,5225,9145,2.334236058
2013-10-01,37.9375,-119.109375,Mono,2013,0,39.79,0.0006,0.669,0.28,1.79,0.19,0.23,13980,14067,4.613674081
2013-10-01,35.667808219178085,-122.76369863013699,Monterey,2013,0,58.89,0.0001,0.059,0.09,5.80,0.02,0.39,139733,426712,130.0717249
2013-10-01,38.416666666666664,-122.33333333333333,Napa,2013,1,61.00,0.0000,0.033,0.97,1.86,0.09,0.19,55110,139580,186.5145117
2013-10-01,39.3,-120.65,Nevada,2013,0,49.48,0.0007,0.081,0.89,2.25,0.26,0.25,52940,97938,102.2562828
2013-10-01,33.541666666666664,-117.79166666666667,Orange,2013,1,64.73,0.0005,0.528,0.09,2.28,0.07,0.27,1061560,3104950,3927.482702
2013-10-01,39,-120.875,Placer,2013,0,54.84,0.0005,0.205,0.78,2.20,0.20,0.22,156172,365398,259.6982253
2013-10-01,40.01923076923077,-120.88461538461539,Plumas,2013,0,45.48,0.0007,0.156,0.82,2.15,0.29,0.26,15666,18895,7.459416353
2013-10-01,33.705882352941174,-116.79411764705883,Riverside,2013,0,62.97,0.0004,0.818,0.18,1.94,0.08,0.16,813435,2286755,317.3197141
2013-10-01,38.5,-121.35,Sacramento,2013,0,62.60,0.0000,0.489,0.50,2.09,0.10,0.18,559945,1457341,1510.761528
2013-10-01,36.833333333333336,-121.33333333333333,San Benito,2013,0,58.35,0.0001,0.411,0.57,1.66,0.14,0.21,17979,57239,41.2173888
2013-10-01,34.99090909090909,-116.85454545454546,San Bernardino,2013,0,63.36,0.0002,0.914,0.06,2.27,0.02,0.11,704913,2082738,103.8413675
2013-10-01,33.104166666666664,-116.95833333333333,San Diego,2013,1,64.02,0.0005,0.631,0.16,2.25,0.07,0.24,1179403,3209768,763.0259852
2013-10-01,37.92857142857143,-121.25,San Joaquin,2013,0,61.51,0.0000,0.508,0.47,2.00,0.11,0.17,236448,702046,504.5898859
2013-10-01,34.70890410958904,-122.13356164383562,San Luis Obispo,2013,0,60.11,0.0001,0.073,0.10,5.91,0.02,0.39,118512,275696,83.58071401
2013-10-01,37.00961538461539,-123.23076923076923,San Mateo,2013,0,57.68,0.0001,0.013,0.04,5.68,0.02,0.39,272698,748661,1669.59033
2013-10-01,33.765957446808514,-121.26063829787235,Santa Barbara,2013,0,60.46,0.0001,0.013,0.06,6.17,0.01,0.38,153977,434601,158.8988256
2013-10-01,37.25,-121.7,Santa Clara,2013,0,59.55,0.0001,0.335,0.64,1.62,0.15,0.20,643833,1866425,1446.728936
2013-10-01,36.6875,-122.72916666666667,Santa Cruz,2013,0,57.61,0.0001,0.018,0.06,5.21,0.02,0.34,104975,268816,603.8502145
2013-10-01,40.794117647058826,-121.79411764705883,Shasta,2013,0,51.74,0.0004,0.222,0.77,2.32,0.30,0.20,77761,178397,47.25247656
2013-10-01,39.583333333333336,-120.83333333333333,Sierra,2013,0,47.65,0.0007,0.033,0.97,2.41,0.32,0.25,2342,3028,3.176634739
2013-10-01,41.58571428571429,-122.30714285714286,Siskiyou,2013,0,47.15,0.0002,0.306,0.68,1.86,0.27,0.19,24080,43532,6.934187974
2013-10-01,38.25,-121.875,Solano,2013,0,61.97,0.0000,0.417,0.56,2.25,0.10,0.19,154210,423659,515.5507691
2013-10-01,38.3,-123.47,Sonoma,2013,1,56.36,0.0000,0.024,0.19,5.28,0.03,0.28,206148,494073,313.5279373
2013-10-01,37.541666666666664,-121,Stanislaus,2013,0,62.27,0.0001,0.545,0.44,1.99,0.11,0.16,180054,523451,350.1742673
2013-10-01,39.125,-121.75,Sutter,2013,0,64.16,0.0000,0.540,0.46,2.33,0.11,0.18,34044,94507,156.8815259
2013-10-01,40.05,-122.425,Tehama,2013,0,60.24,0.0000,0.297,0.67,2.27,0.15,0.17,27180,62875,21.31565476
2013-10-01,40.666666666666664,-123.04166666666667,Trinity,2013,0,51.72,0.0001,0.020,0.98,1.67,0.32,0.18,8764,13427,4.223323111
2013-10-01,36.21875,-119.015625,Tulare,2013,0,56.92,0.0005,0.378,0.61,1.57,0.15,0.16,144606,452460,93.78944946
2013-10-01,37.95,-120.2,Tuolumne,2013,0,53.01,0.0006,0.233,0.74,2.13,0.20,0.20,31332,53997,24.31333525
2013-10-01,33.76315789473684,-119.38157894736842,Ventura,2013,0,62.17,0.0002,0.161,0.08,3.84,0.03,0.24,283532,838136,454.7351516
2013-10-01,38.65,-121.95,Yolo,2013,0,63.04,0.0000,0.379,0.61,2.19,0.08,0.17,75904,206292,203.305443
2013-10-01,39.25,-121.41666666666667,Yuba,2013,0,60.68,0.0002,0.362,0.64,2.23,0.18,0.20,27856,73090,115.6780198
2013-11-01,37.666666666666664,-122,Alameda,2013,0,54.74,0.0008,0.596,0.18,1.72,0.14,0.40,589352,1579593,2137.415767
2013-11-01,38.5,-120.625,Amador,2013,0,49.73,0.0014,0.002,1.00,2.27,0.27,0.38,18241,36620,61.58969357
2013-11-01,39.75,-121.57142857142857,Butte,2013,0,50.78,0.0013,0.176,0.82,2.43,0.24,0.40,96989,221641,135.4393019
2013-11-01,38.25,-120.42857142857143,Calaveras,2013,0,46.93,0.0012,0.078,0.92,2.04,0.25,0.38,28024,44655,43.77898256
2013-11-01,39.125,-122.125,Colusa,2013,0,56.83,0.0010,0.392,0.57,2.48,0.13,0.39,7892,21250,18.46653863
2013-11-01,37.95,-121.9,Contra Costa,2013,0,55.42,0.0009,0.579,0.31,1.95,0.13,0.41,404915,1093401,1527.224348
2013-11-01,41.625,-124,Del Norte,2013,0,47.80,0.0028,0.001,1.00,2.92,0.19,0.55,11323,27816,27.63993362
2013-11-01,38.82142857142857,-120.42857142857143,El Dorado,2013,0,42.81,0.0014,0.114,0.86,2.19,0.32,0.41,88683,181481,106.2609785
2013-11-01,36.65,-119.8625,Fresno,2013,0,53.36,0.0005,0.440,0.56,1.57,0.18,0.36,321458,951514,159.7038599
2013-11-01,39.6,-122.2,Glenn,2013,0,55.90,0.0011,0.636,0.36,2.51,0.14,0.40,10893,27809,21.16442787
2013-11-01,41.185483870967744,-119.62096774193549,Humboldt,2013,0,40.57,0.0008,0.688,0.30,2.03,0.16,0.49,62181,134403,37.66921339
2013-11-01,33.25,-116,Imperial,2013,0,64.11,0.0003,0.964,0.01,1.83,0.01,0.29,56665,176438,42.24440933
2013-11-01,37.04838709677419,-118.10483870967742,Inyo,2013,0,40.37,0.0010,0.864,0.09,1.41,0.10,0.39,9497,18357,1.803087555
2013-11-01,35.351063829787236,-118.68085106382979,Kern,2013,0,52.39,0.0007,0.699,0.29,1.92,0.11,0.37,289153,862000,106.0021569
2013-11-01,36.041666666666664,-119.95833333333333,Kings,2013,0,57.33,0.0004,0.778,0.22,1.50,0.16,0.36,44600,150337,108.2012638
2013-11-01,40.75,-120.95454545454545,Lake,2013,3,42.72,0.0008,0.570,0.41,2.36,0.15,0.47,35612,63796,50.77439791
2013-11-01,40.52777777777778,-120.36111111111111,Lassen,2013,0,38.98,0.0005,0.757,0.21,1.90,0.18,0.47,12730,32129,7.075033361
2013-11-01,33.76428571428571,-118.48571428571428,Los Angeles,2013,0,60.14,0.0007,0.313,0.06,3.03,0.03,0.42,3473910,9992484,2462.488787
2013-11-01,37.21875,-119.8125,Madera,2013,0,50.35,0.0006,0.286,0.71,1.57,0.21,0.37,49669,151370,70.83062324
2013-11-01,37.666666666666664,-123.25,Marin,2013,0,54.85,0.0008,0.012,0.15,5.06,0.01,0.44,111823,258409,496.6443082
2013-11-01,37.791666666666664,-119.75,Mariposa,2013,0,39.88,0.0008,0.371,0.61,1.71,0.29,0.40,10315,17809,12.29207217
2013-11-01,39.48809523809524,-123.51190476190476,Mendocino,2013,1,50.81,0.0015,0.005,0.72,2.83,0.18,0.44,40614,87054,24.82759801
2013-11-01,37.13636363636363,-120.6590909090909,Merced,2013,0,55.76,0.0004,0.676,0.31,1.64,0.13,0.38,84060,262026,135.416053
2013-11-01,41.31730769230769,-120.20192307692308,Modoc,2013,0,37.36,0.0006,0.879,0.11,2.28,0.15,0.51,5225,9145,2.334236058
2013-11-01,37.9375,-119.109375,Mono,2013,0,33.23,0.0007,0.669,0.28,1.76,0.20,0.43,13980,14067,4.613674081
2013-11-01,35.667808219178085,-122.76369863013699,Monterey,2013,0,56.51,0.0004,0.059,0.09,5.16,0.02,0.50,139733,426712,130.0717249
2013-11-01,38.416666666666664,-122.33333333333333,Napa,2013,1,55.49,0.0010,0.033,0.97,1.89,0.11,0.39,55110,139580,186.5145117
2013-11-01,39.3,-120.65,Nevada,2013,0,43.22,0.0012,0.081,0.89,2.26,0.33,0.42,52940,97938,102.2562828
2013-11-01,33.541666666666664,-117.79166666666667,Orange,2013,0,61.98,0.0009,0.528,0.09,2.22,0.07,0.42,1061560,3104950,3927.482702
2013-11-01,39,-120.875,Placer,2013,0,48.39,0.0014,0.205,0.78,2.14,0.26,0.40,156172,365398,259.6982253
2013-11-01,40.01923076923077,-120.88461538461539,Plumas,2013,0,38.31,0.0009,0.156,0.82,2.16,0.36,0.43,15666,18895,7.459416353
2013-11-01,33.705882352941174,-116.79411764705883,Riverside,2013,0,56.73,0.0007,0.818,0.18,1.82,0.09,0.38,813435,2286755,317.3197141
2013-11-01,38.5,-121.35,Sacramento,2013,0,55.60,0.0012,0.489,0.50,2.02,0.14,0.38,559945,1457341,1510.761528
2013-11-01,36.833333333333336,-121.33333333333333,San Benito,2013,0,53.51,0.0004,0.411,0.57,1.44,0.18,0.41,17979,57239,41.2173888
2013-11-01,34.99090909090909,-116.85454545454546,San Bernardino,2013,0,54.97,0.0011,0.914,0.06,1.91,0.07,0.36,704913,2082738,103.8413675
2013-11-01,33.104166666666664,-116.95833333333333,San Diego,2013,0,59.51,0.0008,0.631,0.16,2.09,0.08,0.38,1179403,3209768,763.0259852
2013-11-01,37.92857142857143,-121.25,San Joaquin,2013,0,54.79,0.0010,0.508,0.47,1.80,0.15,0.38,236448,702046,504.5898859
2013-11-01,34.70890410958904,-122.13356164383562,San Luis Obispo,2013,1,57.81,0.0004,0.073,0.10,5.27,0.03,0.48,118512,275696,83.58071401
2013-11-01,37.00961538461539,-123.23076923076923,San Mateo,2013,0,55.72,0.0005,0.013,0.04,5.14,0.02,0.49,272698,748661,1669.59033
2013-11-01,33.765957446808514,-121.26063829787235,Santa Barbara,2013,0,59.04,0.0004,0.013,0.06,5.76,0.02,0.47,153977,434601,158.8988256
2013-11-01,37.25,-121.7,Santa Clara,2013,0,54.13,0.0005,0.335,0.64,1.51,0.18,0.38,643833,1866425,1446.728936
2013-11-01,36.6875,-122.72916666666667,Santa Cruz,2013,0,55.87,0.0004,0.018,0.06,4.57,0.02,0.47,104975,268816,603.8502145
2013-11-01,40.794117647058826,-121.79411764705883,Shasta,2013,1,44.79,0.0013,0.222,0.77,2.37,0.31,0.45,77761,178397,47.25247656
2013-11-01,39.583333333333336,-120.83333333333333,Sierra,2013,0,41.66,0.0011,0.033,0.97,2.45,0.37,0.41,2342,3028,3.176634739
2013-11-01,41.58571428571429,-122.30714285714286,Siskiyou,2013,0,40.70,0.0012,0.306,0.68,1.93,0.27,0.53,24080,43532,6.934187974
2013-11-01,38.25,-121.875,Solano,2013,0,56.27,0.0010,0.417,0.56,2.12,0.12,0.41,154210,423659,515.5507691
2013-11-01,38.3,-123.47,Sonoma,2013,1,54.48,0.0012,0.024,0.19,5.02,0.04,0.43,206148,494073,313.5279373
2013-11-01,37.541666666666664,-121,Stanislaus,2013,0,55.51,0.0006,0.545,0.44,1.76,0.14,0.37,180054,523451,350.1742673
2013-11-01,39.125,-121.75,Sutter,2013,0,56.76,0.0012,0.540,0.46,2.41,0.15,0.38,34044,94507,156.8815259
2013-11-01,40.05,-122.425,Tehama,2013,0,52.54,0.0011,0.297,0.67,2.24,0.19,0.42,27180,62875,21.31565476
2013-11-01,40.666666666666664,-123.04166666666667,Trinity,2013,0,44.03,0.0016,0.020,0.98,1.69,0.34,0.50,8764,13427,4.223323111
2013-11-01,36.21875,-119.015625,Tulare,2013,0,50.41,0.0007,0.378,0.61,1.41,0.20,0.37,144606,452460,93.78944946
2013-11-01,37.95,-120.2,Tuolumne,2013,0,47.20,0.0009,0.233,0.74,1.87,0.25,0.38,31332,53997,24.31333525
2013-11-01,33.76315789473684,-119.38157894736842,Ventura,2013,1,60.04,0.0006,0.161,0.08,3.84,0.04,0.41,283532,838136,454.7351516
2013-11-01,38.65,-121.95,Yolo,2013,1,56.36,0.0009,0.379,0.61,2.24,0.11,0.38,75904,206292,203.305443
2013-11-01,39.25,-121.41666666666667,Yuba,2013,0,54.10,0.0013,0.362,0.64,2.24,0.21,0.39,27856,73090,115.6780198
2013-12-01,37.666666666666664,-122,Alameda,2013,0,46.31,0.0003,0.596,0.18,1.85,0.17,0.25,589352,1579593,2137.415767
2013-12-01,38.5,-120.625,Amador,2013,0,41.57,0.0009,0.002,1.00,2.46,0.31,0.29,18241,36620,61.58969357
2013-12-01,39.75,-121.57142857142857,Butte,2013,0,40.54,0.0006,0.176,0.82,2.78,0.28,0.31,96989,221641,135.4393019
2013-12-01,38.25,-120.42857142857143,Calaveras,2013,0,37.81,0.0010,0.078,0.92,2.10,0.30,0.29,28024,44655,43.77898256
2013-12-01,39.125,-122.125,Colusa,2013,0,47.06,0.0002,0.392,0.57,2.31,0.16,0.28,7892,21250,18.46653863
2013-12-01,37.95,-121.9,Contra Costa,2013,0,46.02,0.0003,0.579,0.31,1.92,0.18,0.27,404915,1093401,1527.224348
2013-12-01,41.625,-124,Del Norte,2013,0,40.61,0.0014,0.001,1.00,3.07,0.21,0.40,11323,27816,27.63993362
2013-12-01,38.82142857142857,-120.42857142857143,El Dorado,2013,0,34.15,0.0012,0.114,0.86,2.35,0.37,0.37,88683,181481,106.2609785
