time,latitude,longitude,county,year,count,2m_temperature,total_precipitation,low_vegetation_cover,high_vegetation_cover,10m_wind_speed,volumetric_soil_water_layer_1,total_cloud_cover,housingdensity,population
2013-01-01,37.25,-121.7,Santa Clara,2013,0,280.496376,0.0009147567699999999,0.33466804,0.63801138,1.69744132,0.354018442,0.361623356,643833,1866425
2013-01-01,39.583333333333336,-120.83333333333333,Sierra,2013,0,272.06049,0.0015132626,0.03328603413333333,0.9652287166666667,2.736097866666667,0.46195005333333333,0.42625789333333336,2342,3028
2013-01-01,41.185483870967744,-119.62096774193549,Humboldt,2013,0,267.4864333870968,0.001154837465322581,0.6882774616451613,0.29620954685935486,1.7844450272580643,0.24689477161290319,0.5714263887096773,62181,134403
2013-01-01,37.791666666666664,-119.75,Mariposa,2013,0,272.28142333333335,0.0014486448166666666,0.3706554913333333,0.609710635,1.9149463166666667,0.41161027,0.32998477833333334,10315,17809
2013-01-01,38.416666666666664,-122.33333333333333,Napa,2013,0,280.28909333333337,0.0006244036666666667,0.03325042,0.96674955,1.6836304666666668,0.34148361,0.3907408366666667,55110,139580
2013-01-01,41.58571428571429,-122.30714285714286,Siskiyou,2013,0,272.0580511428572,0.0013837470840000002,0.3063534035371428,0.684049254742857,1.9376664657142857,0.3882441388571428,0.4653428857142857,24080,43532
2013-01-01,38.25,-120.42857142857143,Calaveras,2013,0,276.25233000000003,0.0011229010857142856,0.07805663833714285,0.9219433657142856,2.1659438,0.39565577571428573,0.3520670714285714,28024,44655
2013-01-01,37.95,-121.9,Contra Costa,2013,0,280.44331999999997,0.0007274355679999999,0.579381384,0.31304229259999994,1.79694556,0.330086612,0.41338238,404915,1093401
2013-01-01,40.05,-122.425,Tehama,2013,0,279.01563100000004,0.0006879775759999999,0.2971525848,0.671602081,1.9993761900000002,0.384013975,0.401350329,27180,62875
2013-01-01,37.666666666666664,-123.25,Marin,2013,0,283.3981275,0.0008071157258333333,0.011859163333333334,0.15451502833333333,5.80589715,0.03292844166666666,0.45370215249999996,111823,258409
2013-01-01,37.92857142857143,-121.25,San Joaquin,2013,0,280.0392814285714,0.0008730340357142858,0.5080602771428572,0.4743498857142857,1.612803442857143,0.33490908428571425,0.34635349285714284,236448,702046
2013-01-01,33.705882352941174,-116.79411764705883,Riverside,2013,0,281.63900235294113,0.00090243021,0.8178860764705883,0.17671743747058824,1.9450477058823528,0.1516035222352941,0.3075195776470588,813435,2286755
2013-01-01,39.6,-122.2,Glenn,2013,0,279.80773000000005,0.00059045888,0.6364518699999999,0.357789212,1.8377739000000002,0.342040232,0.393032916,10893,27809
2013-01-01,35.667808219178085,-122.76369863013699,Monterey,2013,0,284.25896698630146,0.0010044980979452055,0.05920534917808219,0.08966015054794521,5.697129869863015,0.05155143958904112,0.5061688883561645,139733,426712
2013-01-01,33.76315789473684,-119.38157894736842,Ventura,2013,0,285.02520631578955,0.0010133226384210527,0.16096590526315788,0.0782129047368421,4.330915557894737,0.05553584368421052,0.3066496521052632,283532,838136
2013-01-01,39.125,-121.75,Sutter,2013,0,279.75624,0.0006209025,0.5399646,0.4600354,1.7459185000000002,0.33229235,0.39265169,34044,94507
2013-01-01,37.04838709677419,-118.10483870967742,Inyo,2013,0,270.13546806451615,0.0005665079009677419,0.8636126770967743,0.0929642451083871,1.5562189129032258,0.1708749329354839,0.2861286490322581,9497,18357
2013-01-01,38.25,-121.875,Solano,2013,0,280.44784500000003,0.0006648302149999999,0.417079955,0.55913815,1.75875065,0.335951935,0.41594492,154210,423659
2013-01-01,37.95,-120.2,Tuolumne,2013,0,276.52378000000004,0.00122950524,0.2327651806,0.7422336740000001,2.0123595,0.409038316,0.32957421200000003,31332,53997
2013-01-01,41.625,-124,Del Norte,2013,0,278.25995,0.0032263622,0.0012665391000000002,0.998542725,2.6341947,0.22258939,0.49717099,11323,27816
2013-01-01,40.52777777777778,-120.36111111111111,Lassen,2013,0,268.04697055555556,0.0007007143788888889,0.757208835,0.20969333388333336,1.819296211111111,0.32612513555555556,0.5057251822222222,12730,32129
2013-01-01,36.65,-119.8625,Fresno,2013,0,279.41205449999995,0.0010110530025,0.44033769629999997,0.555497229,1.549794915,0.3406932560000001,0.3444948770000001,321458,951514
2013-01-01,39.3,-120.65,Nevada,2013,0,273.44494599999996,0.001090694968,0.08081730081,0.893043174,2.24729852,0.427848264,0.420839568,52940,97938
2013-01-01,39.48809523809524,-123.51190476190476,Mendocino,2013,0,279.53570190476194,0.0009386066342857142,0.004757327722380953,0.7166720090476191,2.600826176190476,0.28997703371428574,0.4872506823809524,40614,87054
2013-01-01,38.3,-123.47,Sonoma,2013,0,282.5785916,0.00092424512,0.023713244024,0.1857464128,5.1621128160000005,0.093328074,0.4557760652,206148,494073
2013-01-01,35.351063829787236,-118.68085106382979,Kern,2013,0,279.14974765957453,0.0006982120014893616,0.6994199110638297,0.28728647679574465,1.9749288212765959,0.16885415836170214,0.3257778227659574,289153,862000
2013-01-01,37.541666666666664,-121,Stanislaus,2013,0,280.59130333333337,0.000840474855,0.5446212816666667,0.44039135166666665,1.6095166333333335,0.320963795,0.33560095000000006,180054,523451
2013-01-01,33.541666666666664,-117.79166666666667,Orange,2013,0,285.4917883333333,0.0006001483066666667,0.52823004,0.085089441,2.43623165,0.09227946093333333,0.3027674516666667,1061560,3104950
2013-01-01,38.65,-121.95,Yolo,2013,0,280.31949199999997,0.000682209612,0.37895412159999997,0.60676912,1.7236424399999997,0.32275052400000004,0.380104332,75904,206292
2013-01-01,40.01923076923077,-120.88461538461539,Plumas,2013,0,268.9107276923077,0.0011177213538461539,0.15614212133846153,0.8225708807692308,2.195453376923077,0.4460869369230768,0.4558685738461538,15666,18895
2013-01-01,36.6875,-122.72916666666667,Santa Cruz,2013,0,284.0066125,0.0010302854491666667,0.018207113333333334,0.0644281,5.231633391666667,0.038973293833333325,0.4537812941666666,104975,268816
2013-01-01,38.82142857142857,-120.42857142857143,El Dorado,2013,0,273.9869757142857,0.0011302675714285715,0.11432408278571428,0.8639180742857142,2.3027012857142855,0.42883697285714284,0.42080564571428564,88683,181481
2013-01-01,33.765957446808514,-121.26063829787235,Santa Barbara,2013,0,285.4460537234042,0.0012477822320212766,0.012914234085106384,0.05600134531914894,6.154731168085107,0.026618867202127656,0.4001409545744681,153977,434601
2013-01-01,37.00961538461539,-123.23076923076923,San Mateo,2013,0,284.0073296153846,0.0008688784057692306,0.013168350807692308,0.04141718346153846,5.772964880769231,0.048139307307692294,0.48706962615384614,272698,748661
2013-01-01,33.104166666666664,-116.95833333333333,San Diego,2013,0,283.75052416666665,0.000969424,0.6311349599999999,0.16178490033333334,2.237863075,0.12395549683333333,0.3101222266666667,1179403,3209768
2013-01-01,37.13636363636363,-120.6590909090909,Merced,2013,0,280.84103363636365,0.0008088866745454546,0.6755264045454547,0.3136268605454545,1.5431340818181818,0.3135649336363637,0.3510068409090909,84060,262026
2013-01-01,38.5,-120.625,Amador,2013,0,278.223385,0.0010796562,0.0021668375,0.99783313,2.4126079999999996,0.413245285,0.34950752500000004,18241,36620
2013-01-01,38.5,-121.35,Sacramento,2013,0,279.764578,0.000687099054,0.48851724399999996,0.501857078,1.61903878,0.34188339,0.3766718,559945,1457341
2013-01-01,41.31730769230769,-120.20192307692308,Modoc,2013,0,265.78602115384615,0.0009803713919230767,0.879239935,0.10761225593846155,2.2118985346153845,0.31882262423076924,0.5219418042307692,5225,9145
2013-01-01,33.76428571428571,-118.48571428571428,Los Angeles,2013,0,284.5666025714286,0.0007633414657142857,0.3128168828571428,0.06197488588571429,3.590090148571429,0.043607892685714286,0.2937597745714286,3473910,9992484
2013-01-01,37.666666666666664,-122,Alameda,2013,0,280.711,0.00081768385,0.5964577466666666,0.18334273999999998,1.8277765666666668,0.33264986,0.38655605000000004,589352,1579593
2013-01-01,33.25,-116,Imperial,2013,0,285.5808266666666,0.0005798401933333333,0.96388586,0.011180122666666667,1.7815915666666668,0.034111798,0.26413624,56665,176438
2013-01-01,40.75,-120.95454545454545,Lake,2013,0,270.6486209090909,0.0009502873877272726,0.5695416545454545,0.4129168827818182,2.075889327272727,0.3258056127272727,0.4997043190909091,35612,63796
2013-01-01,34.99090909090909,-116.85454545454546,San Bernardino,2013,0,280.46069909090903,0.00046400409181818176,0.9137822265454545,0.058353668618181816,2.092872436363636,0.0447309764909091,0.2708279974545455,704913,2082738
2013-01-01,36.21875,-119.015625,Tulare,2013,0,277.489755625,0.00116858473375,0.37777055875000004,0.6065465125,1.4232673625,0.33286128187499997,0.35850781937500004,144606,452460
2013-01-01,34.70890410958904,-122.13356164383562,San Luis Obispo,2013,0,284.74511999999993,0.0009427801516438355,0.07286258887671232,0.10296245210958906,5.722587521917808,0.057688099890411015,0.4580241071232876,118512,275696
2013-01-01,40.794117647058826,-121.79411764705883,Shasta,2013,0,274.04040529411765,0.0009173046829411765,0.22182269297647061,0.7722826664705883,2.406692617647059,0.43797779000000003,0.4090565870588236,77761,178397
2013-01-01,39.75,-121.57142857142857,Butte,2013,0,277.40564428571423,0.0008768537771428571,0.17609884519428573,0.8234084957142856,2.7379909714285717,0.3797203342857142,0.39143775142857146,96989,221641
2013-01-01,36.833333333333336,-121.33333333333333,San Benito,2013,0,280.5164333333334,0.0009498474999999999,0.4110397266666667,0.57105072,1.6796605,0.33666822333333335,0.36763845,17979,57239
2013-01-01,39.25,-121.41666666666667,Yuba,2013,0,279.12805333333336,0.00075211127,0.3619753907666667,0.63802462,2.0939826333333333,0.3770876733333333,0.3859043633333334,27856,73090
2013-01-01,37.21875,-119.8125,Madera,2013,0,277.63966000000005,0.00111432013375,0.28587123175,0.70643035,1.619713825,0.368791145,0.32236875625,49669,151370
2013-01-01,39.125,-122.125,Colusa,2013,0,280.34217,0.0006890853349999999,0.3923252425,0.5693505624999999,1.8174184500000001,0.31934735,0.37804454000000004,7892,21250
2013-01-01,36.041666666666664,-119.95833333333333,Kings,2013,0,281.8277366666667,0.00045136874666666665,0.7775726400000001,0.21866845633333334,1.5155812833333335,0.25960295666666666,0.3361502283333333,44600,150337
2013-01-01,40.666666666666664,-123.04166666666667,Trinity,2013,0,275.42087583333335,0.001229899875,0.020310383316666666,0.9796235125,1.696714283333333,0.4606693391666667,0.4708078325,8764,13427
2013-01-01,37.9375,-119.109375,Mono,2013,0,266.05588375,0.0009192974500000001,0.6692572799999998,0.281962906875,1.9082715500000003,0.34198814,0.359843203125,13980,14067
2013-01-01,39,-120.875,Placer,2013,0,276.63180666666665,0.0009606066266666666,0.20509259098333332,0.784345285,2.140419066666667,0.39445404833333336,0.3912482316666666,156172,365398
2013-02-01,37.95,-120.2,Tuolumne,2013,0,277.460994,0.00096051748,0.2327651806,0.742233674,2.0127954800000003,0.375305544,0.28481713,31332,53997
2013-02-01,36.041666666666664,-119.95833333333333,Kings,2013,0,284.347735,0.00030615413833333334,0.7775726400000001,0.21866845633333334,1.6664648833333333,0.195975385,0.22537237333333335,44600,150337
2013-02-01,36.833333333333336,-121.33333333333333,San Benito,2013,0,282.0186166666667,0.0004113884633333333,0.4110397266666666,0.57105072,1.6496347,0.26636217333333334,0.34467106000000003,17979,57239
2013-02-01,37.00961538461539,-123.23076923076923,San Mateo,2013,0,283.40492769230775,0.00042580078846153846,0.013168350807692308,0.04141718346153846,6.782505511538462,0.0395107756153846,0.4116120746153845,272698,748661
2013-02-01,38.65,-121.95,Yolo,2013,0,283.85436799999997,0.00021543484,0.37895412159999997,0.60676912,2.28356418,0.19198495599999998,0.304948748,75904,206292
2013-02-01,38.25,-120.42857142857143,Calaveras,2013,0,277.37291714285715,0.0008100626428571428,0.07805663833714285,0.9219433657142856,2.1332821714285712,0.36152894428571425,0.29901890571428574,28024,44655
2013-02-01,40.75,-120.95454545454545,Lake,2013,0,273.98309409090905,0.00047302554909090915,0.5695416545454545,0.4129168827818182,2.1590206590909093,0.29691333999999997,0.49232457227272736,35612,63796
2013-02-01,34.70890410958904,-122.13356164383562,San Luis Obispo,2013,0,284.342817260274,0.00038079913465753417,0.07286258887671233,0.10296245210958903,6.760410094520547,0.045938101506849315,0.38625246630136983,118512,275696
2013-02-01,37.21875,-119.8125,Madera,2013,0,279.2655075,0.0007093300725,0.28587123175,0.70643035,1.6299670750000002,0.3193271625,0.26223122625,49669,151370
2013-02-01,40.52777777777778,-120.36111111111111,Lassen,2013,0,272.82603888888895,0.0003759285144444445,0.757208835,0.2096933338833333,2.0040078,0.2951216022222222,0.4144755138888889,12730,32129
2013-02-01,37.92857142857143,-121.25,San Joaquin,2013,0,282.4566314285715,0.00038312242428571426,0.5080602771428572,0.47434988571428566,1.9731605857142858,0.24526354428571429,0.3029749271428571,236448,702046
2013-02-01,37.13636363636363,-120.6590909090909,Merced,2013,0,282.9836963636363,0.0003954149245454546,0.6755264045454547,0.3136268605454546,1.8310245636363638,0.2187924609090909,0.2661365845454545,84060,262026
